-4.092,-68.789,4684.144,-365.783,18.440,-3.158
-4.493,-69.000,4686.542,-366.228,18.441,-3.107
-4.684,-69.395,4687.695,-366.449,18.229,-3.059
-4.082,-69.612,4687.662,-366.449,18.229,-3.060
-3.923,-68.240,4682.790,-366.453,18.242,-2.736
-3.946,-67.454,4681.595,-366.232,18.454,-2.838
-4.345,-67.652,4680.424,-366.458,18.678,-3.104
-4.749,-68.829,4678.032,-366.457,18.256,-3.002
-4.942,-69.461,4678.043,-367.350,18.270,-3.008
-5.325,-70.681,4679.363,-368.022,18.494,-3.222
-5.304,-72.274,4680.543,-368.688,18.285,-3.336
-5.270,-74.256,4684.029,-369.354,18.073,-3.242
-4.469,-74.280,4684.037,-369.797,17.651,-3.240
-4.256,-74.077,4685.228,-370.019,17.439,-3.133
-4.432,-74.657,4685.261,-370.019,17.439,-3.136
-4.640,-75.066,4685.295,-370.019,17.439,-3.084
-3.859,-74.491,4684.032,-369.796,17.227,-3.134
-3.019,-74.275,4685.277,-369.569,17.003,-3.080
-2.597,-75.275,4684.040,-369.346,16.791,-3.030
-2.600,-75.882,4682.831,-369.123,16.578,-2.981
-2.406,-75.283,4684.020,-368.452,16.776,-3.086
-3.463,-73.462,4682.850,-367.786,16.985,-3.499
-4.927,-72.214,4682.732,-366.891,16.546,-3.653
-6.158,-70.782,4682.787,-365.998,16.532,-3.700
-5.776,-69.568,4681.576,-364.432,15.869,-3.695
-4.769,-69.382,4680.374,-363.316,15.642,-3.589
-4.166,-67.750,4680.428,-361.529,15.614,-3.529
-3.963,-66.707,4680.451,-360.191,15.596,-3.523
-3.561,-66.486,4680.394,-358.848,15.146,-3.259
-3.363,-66.066,4679.173,-357.289,15.341,-3.206
-4.001,-63.618,4683.876,-355.947,15.309,-3.458
-4.033,-60.607,4681.544,-354.164,15.292,-3.604
-3.645,-58.785,4681.611,-352.378,15.263,-3.859
-4.248,-57.938,4680.435,-351.261,15.036,-4.016
-5.904,-56.876,4677.965,-349.479,15.018,-3.960
-7.362,-55.426,4678.039,-348.136,14.568,-4.271
-7.994,-54.180,4679.229,-346.571,14.327,-4.423
-8.005,-52.972,4679.201,-345.233,14.310,-4.418
-7.198,-51.727,4680.365,-343.218,13.633,-4.416
-5.790,-50.930,4680.408,-341.875,13.182,-4.464
-4.560,-50.890,4683.882,-340.304,12.506,-4.146
-3.529,-50.474,4685.086,-339.183,11.844,-3.986
-3.105,-50.622,4687.437,-338.284,11.394,-3.721
-1.696,-50.217,4689.874,-337.380,10.511,-3.559
-0.875,-49.598,4689.853,-336.485,10.072,-3.399
-0.676,-49.350,4688.571,-335.364, 9.412,-3.082
-0.262,-49.522,4689.688,-335.135, 8.764,-2.818
 0.944,-49.753,4688.510,-334.464, 8.540,-2.765
 2.181,-50.568,4687.385,-334.234, 7.470,-2.558
