 0.301,-2.787
 0.325,-2.814
 0.359,-2.832
 0.403,-2.844
 0.447,-2.850
 0.465,-2.889
 0.496,-2.936
 0.547,-2.978
 0.598,-3.002
 0.644,-3.018
 0.693,-3.016
 0.771,-2.995
 0.869,-2.966
 0.936,-2.927
 0.934,-2.882
 0.892,-2.848
 0.837,-2.843
 0.849,-2.859
 0.935,-2.898
 1.026,-2.951
 1.084,-2.980
 1.131,-2.972
 1.167,-2.951
 1.200,-2.907
 1.186,-2.851
 1.128,-2.786
 1.054,-2.722
 0.994,-2.711
 0.988,-2.760
 1.004,-2.834
 1.014,-2.902
 1.009,-2.938
 1.007,-2.908
 0.996,-2.849
 0.947,-2.790
 0.871,-2.730
 0.805,-2.725
 0.793,-2.745
 0.842,-2.800
 0.897,-2.858
 0.932,-2.930
 0.941,-2.995
 0.931,-3.018
 0.915,-2.986
 0.871,-2.934
 0.795,-2.913
 0.740,-2.911
 0.733,-2.919
 0.781,-2.940
 0.821,-2.987
 0.865,-3.044
 0.860,-3.089
 0.782,-3.101
 0.658,-3.063
 0.529,-2.992
 0.448,-2.932
 0.422,-2.889
 0.395,-2.857
 0.380,-2.860
 0.379,-2.883
 0.391,-2.920
 0.399,-2.952
 0.403,-2.967
 0.403,-2.978
 0.409,-2.982
 0.430,-2.958
 0.457,-2.917
 0.448,-2.891
 0.407,-2.896
 0.343,-2.941
 0.289,-2.983
 0.269,-3.023
 0.297,-3.027
 0.311,-3.013
 0.299,-2.981
 0.272,-2.923
 0.249,-2.857
 0.245,-2.817
 0.245,-2.808
 0.221,-2.803
 0.183,-2.799
 0.164,-2.778
 0.184,-2.752
 0.237,-2.695
 0.267,-2.607
 0.264,-2.496
 0.252,-2.370
 0.234,-2.281
 0.192,-2.215
 0.155,-2.167
 0.128,-2.140
 0.138,-2.149
 0.172,-2.181
 0.218,-2.196
 0.259,-2.183
 0.283,-2.143
 0.302,-2.079
 0.308,-2.037
 0.299,-2.002
 0.295,-1.995
 0.304,-2.026
 0.326,-2.067
 0.380,-2.118
 0.474,-2.165
 0.546,-2.203
 0.576,-2.210
 0.566,-2.174
 0.543,-2.132
 0.522,-2.094
 0.532,-2.087
 0.559,-2.113
 0.576,-2.153
 0.603,-2.184
 0.625,-2.201
 0.643,-2.218
 0.661,-2.225
 0.661,-2.237
 0.629,-2.236
 0.555,-2.233
 0.500,-2.224
 0.478,-2.202
 0.488,-2.169
 0.506,-2.170
 0.476,-2.185
 0.413,-2.218
 0.352,-2.228
 0.337,-2.235
 0.324,-2.223
 0.305,-2.206
 0.291,-2.207
 0.268,-2.210
 0.239,-2.210
 0.177,-2.223
 0.079,-2.253
-0.010,-2.322
-0.020,-2.426
 0.012,-2.504
 0.019,-2.556
-0.020,-2.588
-0.082,-2.582
-0.113,-2.556
-0.096,-2.496
-0.100,-2.436
-0.151,-2.404
-0.211,-2.399
-0.210,-2.421
-0.153,-2.448
-0.103,-2.471
-0.086,-2.468
-0.079,-2.448
-0.067,-2.451
-0.019,-2.433
 0.006,-2.406
-0.003,-2.380
-0.006,-2.348
-0.005,-2.314
 0.025,-2.289
 0.025,-2.266
-0.008,-2.259
-0.047,-2.251
-0.061,-2.255
-0.037,-2.248
 0.031,-2.246
 0.108,-2.243
 0.176,-2.247
 0.238,-2.273
 0.271,-2.309
 0.304,-2.354
 0.354,-2.424
 0.432,-2.523
 0.506,-2.613
 0.546,-2.660
 0.564,-2.667
 0.610,-2.683
 0.712,-2.753
 0.858,-2.866
 0.988,-3.012
 1.058,-3.127
 1.098,-3.198
 1.136,-3.229
 1.190,-3.246
 1.248,-3.277
 1.307,-3.309
 1.353,-3.329
 1.401,-3.346
 1.484,-3.359
 1.558,-3.403
 1.599,-3.468
 1.573,-3.523
 1.557,-3.545
 1.596,-3.567
 1.689,-3.598
 1.775,-3.642
 1.813,-3.694
 1.833,-3.732
 1.860,-3.754
 1.912,-3.757
 1.972,-3.765
 2.016,-3.792
 2.058,-3.822
 2.104,-3.861
 2.173,-3.917
 2.235,-3.957
 2.261,-3.961
 2.281,-3.949
 2.316,-3.944
 2.362,-3.975
 2.379,-4.034
 2.347,-4.108
 2.284,-4.165
 2.201,-4.219
 2.119,-4.263
 2.044,-4.264
 2.021,-4.196
 2.046,-4.121
 2.081,-4.078
 2.085,-4.077
 2.066,-4.100
 2.069,-4.120
 2.105,-4.115
 2.132,-4.113
 2.130,-4.091
 2.137,-4.055
 2.164,-3.985
 2.151,-3.900
 2.122,-3.816
 2.091,-3.739
 2.093,-3.649
 2.130,-3.595
