 4.289,-54.629,4673.269,-346.084,-25.630,-3.093
 3.665,-54.607,4673.301,-346.079,-26.063,-3.145
 3.078,-55.194,4674.431,-346.306,-25.842,-3.362
 3.080,-54.985,4674.442,-346.306,-25.842,-3.201
 3.482,-55.195,4673.284,-346.528,-26.052,-3.254
 3.889,-55.024,4672.067,-346.754,-25.828,-3.201
 3.490,-55.012,4673.316,-346.978,-25.616,-3.307
 3.299,-55.418,4673.341,-347.428,-25.180,-3.256
 3.100,-57.019,4674.483,-347.649,-25.392,-3.314
 2.505,-57.837,4672.137,-348.548,-24.942,-3.372
 2.723,-58.234,4670.973,-348.325,-25.155,-3.428
 3.117,-58.444,4669.744,-348.103,-24.943,-3.588
 3.118,-59.237,4668.584,-348.325,-25.152,-3.696
 3.745,-60.426,4670.884,-348.769,-25.152,-3.542
 3.348,-61.408,4672.003,-348.548,-24.942,-3.388
 3.355,-61.838,4674.386,-348.992,-24.942,-3.391
 3.552,-61.643,4676.783,-348.989,-24.953,-3.390
 4.181,-61.240,4679.182,-348.988,-24.955,-3.441
 3.966,-60.232,4680.409,-349.206,-25.176,-3.438
 3.739,-59.432,4679.105,-348.983,-25.388,-3.277
 3.119,-58.610,4681.397,-348.985,-24.966,-3.114
 3.316,-59.039,4680.371,-349.206,-25.176,-3.590
 3.755,-59.417,4681.624,-348.985,-24.966,-3.696
 4.379,-59.416,4681.573,-349.429,-24.963,-3.220
 4.377,-59.614,4681.558,-349.429,-24.963,-3.168
 4.178,-60.230,4680.328,-349.656,-24.740,-3.171
 4.587,-61.020,4679.160,-348.985,-24.963,-3.387
 4.966,-60.027,4676.719,-348.540,-24.964,-3.225
 4.136,-59.211,4677.823,-348.319,-24.754,-3.222
 3.705,-59.397,4677.805,-348.313,-25.187,-3.273
 4.119,-58.593,4679.047,-348.092,-24.978,-3.267
 3.910,-57.802,4679.111,-348.092,-24.978,-3.423
 3.305,-58.006,4677.923,-348.319,-24.754,-3.531
 3.300,-58.208,4676.703,-348.540,-24.964,-3.480
 3.923,-59.031,4676.712,-348.990,-24.528,-3.430
 4.151,-60.239,4675.625,-349.212,-24.737,-3.593
 4.776,-60.260,4676.861,-349.433,-24.949,-3.434
 5.174,-59.678,4676.842,-349.433,-24.949,-3.378
 4.967,-59.679,4676.854,-349.433,-24.949,-3.432
 4.350,-59.262,4678.050,-349.212,-24.740,-3.481
 3.936,-58.248,4679.264,-348.985,-24.963,-3.425
 3.099,-57.633,4679.261,-348.535,-25.399,-3.580
 2.898,-57.613,4679.224,-348.535,-25.399,-3.528
 3.103,-57.012,4678.052,-348.313,-25.187,-3.527
 3.908,-56.452,4676.878,-348.540,-24.964,-3.364
 4.307,-56.654,4674.495,-348.096,-24.964,-3.416
 4.718,-56.655,4673.302,-347.874,-24.752,-3.416
 4.315,-56.646,4672.147,-347.652,-24.540,-3.310
 3.472,-56.043,4672.118,-347.652,-24.540,-3.467
 3.078,-56.415,4675.637,-347.425,-24.766,-3.575
 3.304,-57.014,4675.694,-347.425,-24.766,-3.685
 4.122,-56.618,4679.266,-347.200,-24.567,-3.577
 3.894,-55.215,4677.970,-346.977,-24.780,-3.361
 3.655,-54.021,4676.737,-346.755,-24.568,-3.303
 3.847,-53.033,4674.403,-346.311,-24.568,-3.403
 3.840,-52.818,4672.049,-345.866,-24.569,-3.453
 3.824,-52.229,4670.845,-345.645,-24.356,-3.399
 4.222,-52.047,4668.479,-345.200,-24.357,-3.241
 4.633,-51.445,4670.899,-345.645,-24.356,-3.076
 4.228,-51.427,4673.283,-345.641,-24.367,-3.181
 4.245,-52.223,4673.202,-346.089,-24.356,-3.186
 4.246,-52.227,4673.214,-346.089,-24.356,-3.293
 4.448,-51.855,4670.941,-346.095,-23.920,-3.555
 4.225,-51.670,4669.781,-345.873,-23.708,-3.553
 4.435,-51.879,4668.610,-346.100,-23.485,-3.554
 4.847,-51.880,4667.417,-345.879,-23.273,-3.555
 4.419,-51.289,4666.167,-346.105,-23.049,-3.605
 4.411,-50.681,4666.241,-346.100,-23.482,-3.548
 4.398,-50.692,4666.201,-345.655,-23.485,-3.547
 4.624,-51.082,4667.394,-345.879,-23.273,-3.498
 4.410,-51.688,4665.026,-346.327,-23.259,-3.497
 4.006,-52.274,4666.174,-346.549,-23.471,-3.553
 4.039,-53.695,4666.215,-346.999,-23.035,-3.615
 3.653,-54.879,4668.545,-347.886,-23.456,-3.516
 3.665,-55.491,4669.706,-348.558,-23.232,-3.677
 3.466,-56.509,4670.808,-349.674,-23.006,-3.577
 4.109,-57.112,4672.015,-350.346,-22.782,-3.473
 4.750,-57.321,4675.596,-351.012,-22.994,-3.369
 4.748,-57.732,4674.435,-351.684,-22.767,-3.263
