31.758,-49.547,4548.399,-126.751,-13.704, 0.570
36.024,-51.280,4528.311,-127.427,-14.713, 1.569
41.368,-59.466,4491.666,-127.222,-16.110, 1.848
45.421,-65.661,4450.343,-126.572,-17.930, 1.715
45.766,-64.938,4432.756,-126.347,-19.814, 1.190
43.492,-61.311,4449.418,-128.560,-20.683, 0.521
42.970,-66.234,4476.610,-131.429,-22.213, 0.181
43.892,-73.185,4494.342,-133.854,-24.577, 0.097
43.298,-72.146,4509.827,-135.387,-26.952,-0.324
43.099,-73.119,4514.586,-136.260,-29.091,-0.646
44.758,-77.931,4502.782,-135.808,-31.204,-0.774
50.039,-78.023,4488.736,-134.454,-34.611,-0.458
55.891,-75.944,4472.406,-132.649,-38.875,-0.445
57.818,-72.219,4447.695,-130.194,-41.624,-0.690
56.676,-65.431,4432.388,-127.749,-41.411,-0.922
55.625,-61.418,4431.226,-126.200,-39.510,-0.534
56.068,-58.995,4446.526,-126.427,-37.198, 0.427
55.895,-52.048,4498.570,-128.608,-38.173, 1.253
56.608,-48.598,4580.242,-132.750,-42.836, 1.324
56.782,-52.396,4646.543,-137.128,-47.659, 0.775
56.265,-57.293,4674.907,-139.318,-50.698, 0.222
56.457,-58.480,4672.600,-138.857,-52.838,-0.259
58.833,-55.983,4652.590,-137.300,-54.304,-0.301
60.597,-57.892,4608.949,-133.977,-55.306,-0.733
58.853,-61.218,4545.034,-129.574,-53.908,-1.384
56.642,-58.947,4484.629,-124.956,-50.604,-1.583
56.492,-49.043,4452.679,-121.209,-46.943,-1.009
56.440,-39.013,4471.600,-121.211,-44.432,-0.219
55.097,-37.660,4527.131,-124.958,-44.748, 0.264
50.994,-42.817,4595.726,-130.254,-46.137,-0.396
47.929,-52.637,4640.656,-134.678,-47.048,-1.396
47.003,-62.427,4636.964,-136.246,-46.796,-1.655
46.755,-65.914,4594.389,-133.607,-46.284,-2.095
46.581,-64.299,4526.996,-128.981,-45.096,-2.669
46.778,-59.149,4457.294,-124.369,-42.190,-3.120
47.418,-49.724,4418.258,-120.630,-38.504,-2.546
48.382,-43.984,4411.115,-120.208,-35.502,-1.461
50.514,-47.169,4427.608,-121.536,-35.103,-0.629
49.199,-46.786,4482.033,-125.493,-37.759,-0.628
45.207,-41.533,4560.194,-130.323,-40.894,-1.398
43.940,-43.948,4628.904,-135.612,-43.141,-2.043
44.556,-58.870,4653.592,-139.385,-43.788,-2.271
45.058,-72.131,4626.220,-139.637,-43.061,-2.335
44.300,-68.272,4580.129,-136.778,-41.910,-2.582
42.710,-60.204,4534.110,-133.038,-39.482,-2.756
41.831,-59.891,4499.740,-131.081,-35.781,-2.435
