-0.394,-7.809
-0.393,-7.814
-0.389,-7.817
-0.389,-7.817
-0.390,-7.826
-0.394,-7.823
-0.399,-7.830
-0.390,-7.834
-0.391,-7.853
-0.395,-7.865
-0.391,-7.877
-0.386,-7.885
-0.377,-7.895
-0.372,-7.898
-0.372,-7.898
-0.372,-7.897
-0.368,-7.895
-0.363,-7.888
-0.358,-7.885
-0.354,-7.882
-0.358,-7.866
-0.363,-7.854
-0.353,-7.835
-0.353,-7.816
-0.339,-7.784
-0.334,-7.763
-0.334,-7.724
-0.333,-7.696
-0.324,-7.667
-0.328,-7.636
-0.327,-7.599
-0.327,-7.565
-0.326,-7.527
-0.321,-7.505
-0.321,-7.471
-0.311,-7.442
-0.306,-7.407
-0.306,-7.378
-0.291,-7.333
-0.282,-7.304
-0.267,-7.265
-0.253,-7.240
-0.243,-7.217
-0.224,-7.194
-0.215,-7.175
-0.201,-7.153
-0.187,-7.146
-0.182,-7.134
-0.159,-7.130
-0.145,-7.108
-0.140,-7.092
-0.136,-7.074
-0.117,-7.055
-0.108,-7.039
-0.094,-7.026
-0.085,-7.030
-0.076,-7.020
-0.071,-7.014
-0.066,-7.011
-0.057,-7.001
-0.048,-6.982
-0.039,-6.976
-0.029,-6.966
-0.034,-6.954
-0.038,-6.938
-0.028,-6.915
-0.042,-6.899
-0.051,-6.889
-0.055,-6.892
-0.046,-6.889
-0.050,-6.883
-0.046,-6.872
-0.036,-6.844
-0.036,-6.825
-0.031,-6.812
-0.022,-6.806
-0.022,-6.796
-0.021,-6.787
-0.021,-6.764
-0.030,-6.751
-0.021,-6.755
-0.026,-6.764
-0.021,-6.781
-0.017,-6.797
-0.013,-6.809
-0.003,-6.806
 0.001,-6.812
-0.003,-6.815
 0.001,-6.831
-0.004,-6.860
-0.005,-6.873
-0.005,-6.893
-0.001,-6.914
 0.004,-6.942
 0.012,-6.971
 0.026,-6.989
 0.034,-7.009
 0.039,-7.031
 0.048,-7.040
 0.052,-7.046
 0.061,-7.056
 0.057,-7.053
 0.061,-7.046
 0.066,-7.049
 0.075,-7.053
 0.075,-7.066
 0.079,-7.063
 0.084,-7.079
 0.088,-7.085
 0.092,-7.098
 0.092,-7.104
 0.088,-7.097
 0.093,-7.091
 0.102,-7.081
 0.107,-7.074
 0.111,-7.071
 0.120,-7.075
 0.125,-7.072
 0.134,-7.062
 0.134,-7.062
 0.148,-7.069
 0.157,-7.078
 0.161,-7.094
 0.174,-7.120
 0.188,-7.142
 0.201,-7.160
 0.224,-7.168
 0.219,-7.191
 0.223,-7.207
 0.228,-7.219
 0.236,-7.225
 0.241,-7.228
 0.245,-7.238
 0.245,-7.238
 0.250,-7.239
 0.246,-7.236
 0.250,-7.233
 0.237,-7.221
 0.237,-7.224
 0.228,-7.215
 0.228,-7.215
 0.223,-7.212
 0.214,-7.208
 0.214,-7.208
 0.200,-7.202
 0.187,-7.208
 0.182,-7.211
 0.164,-7.212
 0.155,-7.218
 0.136,-7.218
 0.127,-7.224
 0.114,-7.214
 0.100,-7.217
 0.077,-7.210
 0.054,-7.217
 0.036,-7.198
 0.018,-7.189
-0.004,-7.167
-0.032,-7.158
-0.045,-7.146
-0.050,-7.133
-0.054,-7.130
-0.072,-7.125
-0.086,-7.125
-0.105,-7.129
-0.123,-7.120
-0.150,-7.116
-0.168,-7.103
-0.191,-7.093
-0.208,-7.077
-0.222,-7.061
-0.240,-7.042
-0.253,-7.026
-0.262,-7.011
-0.267,-7.002
-0.289,-6.980
-0.290,-6.974
-0.294,-6.971
-0.290,-6.964
-0.281,-6.968
-0.263,-7.006
-0.241,-7.041
-0.219,-7.082
-0.201,-7.116
-0.174,-7.154
-0.161,-7.189
-0.152,-7.205
-0.130,-7.230
-0.112,-7.243
-0.094,-7.266
-0.062,-7.274
 0.011,-7.301
 0.133,-7.362
 0.281,-7.444
 0.431,-7.542
 0.563,-7.636
 0.696,-7.719
 0.791,-7.784
 0.876,-7.835
 0.930,-7.874
 0.953,-7.880
 0.969,-7.892
 0.978,-7.915
 1.022,-7.933
 1.119,-7.965
 1.232,-8.006
 1.315,-8.014
 1.366,-8.004
 1.352,-7.975
 1.315,-7.935
 1.258,-7.853
 1.175,-7.753
 1.088,-7.646
 0.992,-7.559
 0.877,-7.482
 0.739,-7.431
