 0.548,-7.406
 0.558,-7.405
 0.553,-7.409
 0.553,-7.408
 0.557,-7.415
 0.553,-7.422
 0.548,-7.425
 0.539,-7.434
 0.543,-7.437
 0.534,-7.460
 0.539,-7.457
 0.534,-7.454
 0.539,-7.461
 0.538,-7.467
 0.534,-7.460
 0.534,-7.466
 0.534,-7.462
 0.533,-7.458
 0.538,-7.461
 0.543,-7.458
 0.533,-7.455
 0.538,-7.461
 0.533,-7.454
 0.533,-7.464
 0.533,-7.464
 0.529,-7.471
 0.534,-7.458
 0.534,-7.453
 0.529,-7.446
 0.538,-7.446
 0.534,-7.439
 0.534,-7.439
 0.529,-7.446
 0.534,-7.453
 0.524,-7.462
 0.529,-7.469
 0.533,-7.472
 0.533,-7.472
 0.533,-7.472
 0.529,-7.465
 0.533,-7.458
 0.543,-7.448
 0.543,-7.449
 0.538,-7.446
 0.534,-7.452
 0.534,-7.447
 0.530,-7.444
 0.525,-7.441
 0.525,-7.441
 0.530,-7.431
 0.530,-7.430
 0.525,-7.420
 0.530,-7.417
 0.525,-7.414
 0.526,-7.409
 0.526,-7.403
 0.521,-7.400
 0.522,-7.394
 0.521,-7.400
 0.521,-7.396
 0.521,-7.406
 0.521,-7.406
 0.512,-7.410
 0.508,-7.407
 0.503,-7.413
 0.499,-7.410
 0.494,-7.417
 0.503,-7.417
 0.503,-7.408
 0.499,-7.411
 0.499,-7.424
 0.503,-7.427
 0.494,-7.436
 0.502,-7.452
 0.498,-7.464
 0.493,-7.486
 0.488,-7.499
 0.492,-7.507
 0.487,-7.524
 0.482,-7.549
 0.473,-7.559
 0.472,-7.578
 0.468,-7.595
 0.463,-7.607
 0.458,-7.600
 0.453,-7.613
 0.449,-7.616
 0.435,-7.619
 0.435,-7.632
 0.426,-7.636
 0.416,-7.646
 0.407,-7.659
 0.398,-7.673
 0.393,-7.689
 0.388,-7.702
 0.383,-7.701
 0.378,-7.713
 0.374,-7.716
 0.369,-7.724
 0.369,-7.725
 0.351,-7.725
 0.346,-7.727
 0.328,-7.718
 0.314,-7.711
 0.296,-7.702
 0.292,-7.680
 0.274,-7.656
 0.279,-7.643
 0.279,-7.632
 0.279,-7.626
 0.275,-7.623
 0.280,-7.620
 0.284,-7.627
 0.293,-7.627
 0.298,-7.626
 0.312,-7.619
 0.321,-7.621
 0.330,-7.622
 0.343,-7.621
 0.352,-7.625
 0.361,-7.625
 0.375,-7.631
 0.384,-7.635
 0.394,-7.626
 0.407,-7.632
 0.421,-7.639
 0.430,-7.656
 0.448,-7.656
 0.453,-7.653
 0.458,-7.656
 0.462,-7.663
 0.471,-7.663
 0.480,-7.664
 0.485,-7.667
 0.484,-7.663
 0.489,-7.657
 0.494,-7.650
 0.498,-7.634
 0.512,-7.627
 0.512,-7.617
 0.517,-7.601
 0.531,-7.598
 0.540,-7.588
 0.545,-7.585
 0.545,-7.566
 0.555,-7.551
 0.560,-7.539
 0.569,-7.523
 0.579,-7.514
 0.588,-7.504
 0.597,-7.494
 0.602,-7.478
 0.602,-7.484
 0.615,-7.490
 0.615,-7.490
 0.620,-7.497
 0.625,-7.494
 0.630,-7.495
 0.634,-7.492
 0.634,-7.492
 0.644,-7.496
 0.643,-7.501
 0.652,-7.511
 0.657,-7.527
 0.666,-7.537
 0.661,-7.549
 0.665,-7.561
 0.669,-7.588
 0.674,-7.600
 0.664,-7.619
 0.664,-7.629
 0.668,-7.645
 0.672,-7.667
 0.672,-7.682
 0.676,-7.704
 0.685,-7.719
 0.689,-7.722
 0.689,-7.732
 0.693,-7.734
 0.698,-7.741
 0.707,-7.741
 0.716,-7.745
 0.712,-7.733
 0.712,-7.727
 0.717,-7.734
 0.722,-7.731
 0.726,-7.734
 0.730,-7.736
 0.735,-7.720
 0.740,-7.700
 0.749,-7.690
 0.740,-7.681
 0.749,-7.671
 0.749,-7.661
 0.754,-7.645
 0.754,-7.631
 0.763,-7.612
 0.773,-7.603
 0.783,-7.587
 0.783,-7.578
 0.788,-7.559
 0.793,-7.538
 0.793,-7.528
 0.794,-7.509
 0.803,-7.499
 0.813,-7.470
 0.822,-7.461
 0.827,-7.458
 0.831,-7.451
 0.836,-7.448
 0.845,-7.439
 0.846,-7.429
 0.841,-7.422
 0.846,-7.406
 0.855,-7.406
 0.859,-7.399
 0.859,-7.399
 0.869,-7.403
 0.873,-7.396
 0.869,-7.390
 0.887,-7.390
 0.882,-7.383
 0.887,-7.376
 0.887,-7.376
 0.901,-7.373
 0.901,-7.373
 0.892,-7.377
 0.897,-7.374
 0.897,-7.369
 0.902,-7.362
 0.897,-7.355
 0.901,-7.354
 0.892,-7.351
 0.896,-7.340
 0.901,-7.334
 0.905,-7.337
 0.914,-7.327
 0.914,-7.327
 0.915,-7.321
 0.915,-7.329
 0.920,-7.326
 0.916,-7.336
 0.912,-7.333
 0.917,-7.344
 0.917,-7.344
 0.921,-7.360
 0.916,-7.367
 0.912,-7.369
 0.911,-7.379
