 2.600,-64.986,4672.880,-354.537,-33.568,-2.777
 3.421,-64.979,4674.073,-353.866,-33.795,-2.777
 4.853,-65.995,4672.965,-353.194,-34.018,-2.673
 5.064,-66.198,4674.247,-352.522,-34.245,-2.992
 5.080,-66.374,4673.096,-351.851,-34.469,-2.942
 5.498,-66.747,4671.880,-350.735,-34.696,-2.946
 6.491,-65.767,4670.753,-350.061,-35.344,-2.939
 6.883,-64.361,4670.814,-349.161,-36.216,-2.986
 7.271,-63.361,4668.432,-348.267,-36.652,-2.930
 7.250,-62.325,4667.197,-347.143,-37.737,-2.978
 8.039,-60.505,4666.100,-346.015,-39.254,-2.917
 9.448,-57.705,4666.088,-344.227,-39.707,-2.641
10.835,-55.305,4664.993,-342.655,-40.803,-2.469
12.036,-53.675,4665.042,-340.862,-41.689,-2.459
13.863,-52.673,4665.057,-339.519,-42.139,-2.455
14.669,-52.479,4662.662,-338.624,-42.576,-2.297
15.276,-52.880,4661.512,-337.953,-42.799,-2.350
15.506,-54.257,4660.373,-337.730,-43.012,-2.251
15.100,-55.635,4662.680,-337.281,-43.026,-2.202
14.497,-55.995,4667.439,-337.272,-43.472,-2.257
13.488,-55.557,4672.137,-336.825,-43.064,-2.523
12.442,-54.504,4676.806,-336.372,-43.089,-2.624
11.799,-52.062,4681.513,-335.475,-43.117,-2.665
11.597,-51.424,4682.701,-334.360,-42.922,-2.557
11.616,-52.199,4681.504,-333.689,-43.146,-2.564
12.039,-53.180,4680.319,-332.579,-42.515,-2.620
10.794,-52.550,4675.592,-331.692,-42.091,-2.669
 9.137,-53.310,4670.779,-330.354,-42.103,-2.675
 8.103,-54.104,4667.191,-329.245,-41.470,-2.731
 7.484,-53.885,4663.618,-328.579,-41.258,-2.730
 6.883,-55.054,4661.273,-328.579,-41.255,-2.788
 7.295,-56.251,4657.750,-327.913,-41.043,-2.898
 7.292,-56.458,4655.320,-327.468,-41.043,-2.850
 7.302,-56.249,4655.352,-327.025,-40.622,-2.691
 7.107,-57.622,4655.420,-326.575,-41.058,-2.907
 6.502,-59.019,4654.196,-326.802,-40.834,-3.231
 6.314,-59.990,4656.516,-326.796,-41.270,-3.237
 7.340,-60.002,4658.901,-326.348,-41.284,-3.290
 7.110,-59.004,4661.264,-325.899,-41.298,-3.496
 6.282,-57.985,4662.391,-325.678,-41.089,-3.439
 6.088,-57.540,4663.563,-325.006,-41.315,-3.386
 6.101,-57.920,4664.788,-324.779,-41.538,-3.388
 6.522,-59.505,4664.697,-324.336,-41.117,-3.077
 6.739,-59.470,4668.220,-323.660,-41.354,-3.025
 6.508,-57.456,4669.465,-322.990,-41.156,-3.279
 6.699,-55.849,4668.351,-321.876,-40.958,-3.219
 7.096,-55.448,4669.497,-320.761,-40.763,-3.111
 7.710,-54.436,4669.498,-319.868,-40.777,-3.214
 7.488,-53.209,4669.513,-318.974,-40.792,-3.367
 7.259,-52.207,4669.532,-318.081,-40.806,-3.362
 6.422,-50.975,4670.755,-317.404,-41.465,-3.673
 6.403,-50.163,4671.954,-316.734,-41.267,-3.986
 6.405,-50.346,4674.284,-316.284,-41.706,-4.040
 6.203,-49.513,4676.788,-315.830,-42.153,-3.981
 6.214,-48.498,4678.078,-315.158,-42.379,-4.136
 6.216,-48.469,4676.834,-314.487,-42.603,-3.926
 6.410,-48.860,4673.237,-313.821,-42.391,-3.767
 5.988,-48.457,4670.883,-313.376,-42.391,-3.977
 5.969,-48.476,4668.470,-312.931,-42.392,-4.085
 6.571,-48.679,4666.132,-312.487,-42.392,-4.190
 6.368,-48.656,4666.135,-311.594,-42.406,-4.136
 5.957,-47.452,4668.553,-311.145,-42.420,-4.343
 4.721,-46.228,4667.390,-310.922,-42.633,-4.445
 4.694,-45.614,4667.313,-310.472,-43.069,-4.494
 5.106,-45.421,4666.062,-310.256,-42.424,-4.440
 4.680,-45.214,4663.668,-310.256,-42.421,-4.282
 4.918,-46.002,4662.508,-310.484,-41.773,-4.233
 4.918,-47.018,4662.534,-310.484,-41.773,-4.289
 4.082,-47.418,4662.456,-310.486,-41.348,-4.292
 3.273,-47.779,4664.767,-310.486,-41.351,-4.293
 2.261,-47.358,4667.156,-310.487,-40.929,-4.345
 1.843,-46.558,4668.467,-310.260,-41.153,-4.763
 1.046,-46.532,4670.820,-310.262,-40.731,-4.657
 0.431,-46.526,4670.803,-310.707,-40.727,-4.500
 0.224,-46.537,4669.607,-310.934,-40.504,-4.446
 0.029,-46.338,4668.395,-310.717,-39.859,-4.341
-0.164,-47.507,4667.171,-310.496,-39.647,-4.186
 0.447,-48.125,4665.956,-310.717,-39.856,-3.870
 1.480,-48.768,4662.498,-310.944,-39.630,-3.873
 1.905,-49.581,4664.871,-311.389,-39.630,-3.878
 1.719,-50.576,4666.001,-312.061,-39.406,-3.885
 2.127,-49.976,4665.923,-312.061,-39.406,-3.512
 2.495,-48.793,4663.494,-312.061,-39.403,-3.294
 2.714,-49.971,4662.286,-311.839,-39.191,-3.034
 2.124,-51.156,4659.900,-312.288,-39.177,-2.883
 2.333,-52.367,4658.720,-311.623,-38.543,-2.836
 2.124,-52.973,4658.703,-311.623,-38.543,-2.943
 2.138,-52.964,4661.026,-311.625,-38.121,-2.838
 2.329,-51.972,4661.022,-311.625,-38.121,-2.621
 3.138,-51.580,4664.563,-311.842,-38.344,-2.408
 4.176,-52.396,4665.768,-312.065,-38.132,-2.465
 3.795,-53.581,4664.567,-312.292,-37.908,-2.365
 3.597,-53.373,4665.754,-312.514,-38.121,-2.470
 3.796,-53.369,4665.777,-312.065,-38.132,-2.418
 2.797,-55.134,4665.745,-312.509,-38.553,-2.427
 2.390,-55.728,4666.922,-312.730,-38.766,-2.588
 2.592,-56.546,4668.104,-312.952,-38.978,-2.535
 2.805,-56.150,4669.313,-313.175,-38.765,-2.587
 3.427,-55.336,4671.726,-312.726,-38.779,-2.744
 4.029,-54.342,4671.734,-312.283,-38.358,-2.633
 4.826,-53.956,4671.749,-311.835,-38.369,-2.524
 4.408,-53.971,4670.581,-311.612,-38.581,-2.524
 4.002,-53.545,4671.755,-311.390,-38.372,-2.626
 3.591,-52.918,4670.566,-310.718,-38.596,-2.890
 4.001,-52.521,4672.937,-310.713,-39.031,-2.890
 4.416,-52.523,4674.096,-310.936,-38.819,-2.679
 4.410,-52.524,4672.920,-310.713,-39.031,-2.466
 4.619,-53.121,4675.291,-310.709,-39.042,-2.471
 5.841,-52.956,4670.590,-310.268,-39.032,-2.629
 5.621,-52.353,4665.897,-309.824,-39.029,-2.731
 3.959,-51.531,4663.544,-309.379,-39.030,-2.831
 2.303,-51.319,4658.773,-308.940,-38.594,-3.201
 1.286,-51.100,4659.953,-309.161,-38.807,-3.414
 0.474,-51.475,4659.917,-309.161,-38.807,-3.311
-0.337,-52.262,4663.407,-309.384,-38.597,-3.420
-0.555,-52.483,4662.257,-309.606,-38.806,-3.632
 0.076,-52.478,4664.661,-309.608,-38.384,-3.473
 0.705,-52.671,4664.637,-309.608,-38.384,-3.368
 1.531,-53.685,4662.228,-309.613,-37.949,-3.215
 1.123,-53.486,4664.576,-309.614,-37.527,-3.267
 0.300,-52.863,4665.805,-308.944,-37.328,-3.422
-0.303,-52.837,4668.208,-308.496,-37.342,-3.579
-0.310,-52.238,4668.270,-308.053,-36.921,-3.734
-0.707,-51.592,4673.000,-308.049,-36.934,-3.785
-1.328,-50.771,4674.200,-307.379,-36.736,-3.940
-0.730,-49.793,4677.787,-307.152,-36.962,-4.040
-0.772,-48.194,4675.345,-306.707,-36.963,-4.139
-1.420,-47.171,4674.137,-306.035,-37.186,-4.132
-1.826,-47.576,4670.593,-306.261,-37.385,-4.240
-2.432,-48.557,4667.022,-306.038,-37.595,-4.247
-2.620,-48.575,4668.216,-306.259,-37.807,-4.303
-2.205,-49.596,4664.636,-306.485,-38.006,-4.362
-1.173,-50.220,4664.701,-306.928,-38.427,-4.363
-0.763,-50.652,4662.415,-307.376,-38.413,-4.362
-0.161,-49.461,4664.820,-307.371,-38.849,-4.410
 0.226,-48.090,4662.382,-307.375,-38.838,-4.458
 0.006,-48.093,4662.389,-307.375,-38.838,-4.721
 0.214,-48.899,4662.407,-307.816,-39.684,-4.777
-0.406,-48.909,4662.399,-308.260,-40.106,-4.831
-1.001,-49.909,4663.606,-309.374,-40.304,-5.047
-1.196,-51.504,4664.761,-310.039,-40.938,-5.106
-0.981,-52.529,4664.696,-310.932,-40.923,-4.688
 0.062,-52.937,4665.898,-311.597,-41.557,-4.532
 1.100,-53.764,4664.776,-312.267,-41.755,-4.693
 1.930,-55.586,4664.876,-312.710,-42.177,-4.646
 2.349,-56.581,4664.819,-312.710,-42.177,-4.386
 2.358,-56.370,4667.097,-313.155,-42.176,-4.123
