s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
Time,L_IAS_X,L_IAS_Y,L_IAS_Z,L_IPS_X,L_IPS_Y,L_IPS_Z,R_IPS_X,R_IPS_Y,R_IPS_Z,R_IAS_X,R_IAS_Y,R_IAS_Z,L_FTC_X,L_FTC_Y,L_FTC_Z,L_FLE_X,L_FLE_Y,L_FLE_Z,L_FME_X,L_FME_Y,L_FME_Z,L_FAX_X,L_FAX_Y,L_FAX_Z,L_TTC_X,L_TTC_Y,L_TTC_Z,L_FAL_X,L_FAL_Y,L_FAL_Z,L_TAM_X,L_TAM_Y,L_TAM_Z,L_FCC_X,L_FCC_Y,L_FCC_Z,L_FM1_X,L_FM1_Y,L_FM1_Z,L_FM2_X,L_FM2_Y,L_FM2_Z,L_FM5_X,L_FM5_Y,L_FM5_Z,R_FTC_X,R_FTC_Y,R_FTC_Z,R_FLE_X,R_FLE_Y,R_FLE_Z,R_FME_X,R_FME_Y,R_FME_Z,R_FAX_X,R_FAX_Y,R_FAX_Z,R_TTC_X,R_TTC_Y,R_TTC_Z,R_FAL_X,R_FAL_Y,R_FAL_Z,R_TAM_X,R_TAM_Y,R_TAM_Z,R_FCC_X,R_FCC_Y,R_FCC_Z,R_FM1_X,R_FM1_Y,R_FM1_Z,R_FM2_X,R_FM2_Y,R_FM2_Z,R_FM5_X,R_FM5_Y,R_FM5_Z
5.52,625.715,641.093,937.815,457.221,550.536,959.409,464.9,469.961,960.958,638.873,399.283,951.028,540.764,696.182,790.86,543.164,676.626,448.439,0,0,0,490.845,680.954,432.281,518.253,646.161,375.472,185.022,632.959,224.981,0,0,0,152.153,582.533,256.291,207.673,586.744,69.2465,0,0,0,171.599,644.13,88.6657,630.878,343.44,801.329,730.187,400.842,480.178,0,0,0,718.929,393.03,439.965,754.944,440.69,415.313,673.214,419.064,64.9524,0,0,0,623.176,453.209,45.1244,820.231,472.361,42.4648,0,0,0,788.581,398.141,23.8521
5.53,625.248,640.462,939.005,457.053,549.772,961.176,465.248,469.061,963.752,639.385,398.656,953.77,543.145,694.755,790.69,557.174,677.149,448.983,0,0,0,505.432,681.384,432.952,533.118,646.142,376.062,196.55,629.453,232.579,0,0,0,164.282,578.207,263.252,220.525,588.146,75.832,0,0,0,182.56,643.936,96.9627,630.547,343.179,804.343,721.068,399.573,479.048,0,0,0,708.439,391.936,439.149,744.369,439.629,413.966,657.232,418.705,64.9363,0,0,0,607.159,452.85,45.3554,804.228,472.212,42.3705,0,0,0,772.656,397.787,23.7232
5.54,624.665,640.068,940.259,456.86,549.08,963.006,464.717,468.551,966.789,639.522,398.313,956.379,545.037,693.667,791.323,571.412,677.444,450.492,0,0,0,519.839,681.093,434.37,548.125,645.869,377.74,210.107,626.032,238.145,0,0,0,177.339,574.24,267.682,237.531,588.697,80.9628,0,0,0,200.01,644.683,103.535,629.503,342.856,806.711,711.022,398.498,478.02,0,0,0,697.612,391.2,438.579,733.206,438.979,412.776,641.374,418.52,64.9856,0,0,0,591.265,452.733,45.607,788.362,472.135,42.2096,0,0,0,756.692,397.54,23.5607
5.55,624.061,639.471,941.822,456.503,548.101,965.047,465.322,467.409,969.496,639.439,398.068,958.734,546.572,692.362,792.726,585.681,677.494,453.1,0,0,0,534.4,680.543,436.657,563.358,645.297,380.114,225.528,622.929,241.175,0,0,0,191.486,570.749,269.706,257.905,588.993,84.4981,0,0,0,220.598,645.37,107.995,627.489,341.98,808.231,700.64,398.394,477.541,0,0,0,686.549,390.927,438.131,721.726,438.372,411.767,625.628,418.744,65.0772,0,0,0,575.537,452.814,45.9265,772.716,472.069,42.0986,0,0,0,740.764,397.359,23.4818
5.56,623.869,638.602,944.079,455.775,547.769,967.409,464.814,466.929,972.127,639.024,397.622,960.813,547.821,691.235,794.849,599.756,677.288,456.411,0,0,0,548.975,679.644,439.262,578.851,644.616,383.257,241.844,620.053,242.128,0,0,0,206.55,567.589,269.375,281.109,589.046,86.8904,0,0,0,241.709,643.981,109.789,624.808,341.384,808.816,690.117,398.409,477.119,0,0,0,674.996,390.724,437.776,709.926,437.98,411.232,609.898,418.775,65.2641,0,0,0,559.773,453.024,46.3912,757.003,472.021,42.0583,0,0,0,724.943,397.251,23.3902
5.57,622.856,638.544,946.709,455.5,546.99,969.614,464.013,466.08,974.554,638.39,397.053,962.605,549.245,690.278,797.311,613.628,676.955,460.217,0,0,0,563.428,678.833,441.892,594.222,643.691,386.729,259.145,617.502,240.843,0,0,0,222.489,564.761,266.673,306.124,588.313,88.0103,0,0,0,264.936,642.481,109.537,621.552,340.613,809.311,679.33,398.116,476.547,0,0,0,663.197,390.607,437.486,697.89,437.839,410.398,594.085,418.865,65.5387,0,0,0,544.028,453.247,46.845,741.288,472.01,42.0128,0,0,0,709.031,397.145,23.3643
5.58,622.44,637.978,949.636,455.004,546.203,971.929,463.473,465.43,976.747,637.553,396.344,964.186,551.069,689.406,799.822,626.93,676.412,464.426,0,0,0,577.421,678.303,444.971,609.29,642.709,390.607,277.295,615.623,237.845,0,0,0,239.176,562.384,261.644,332.793,586.688,87.9063,0,0,0,290.412,640.227,107.403,618.224,339.878,809.983,668.017,397.647,475.898,0,0,0,651.285,390.3,437.31,685.625,437.619,409.628,578.559,419.1,65.8729,0,0,0,528.299,453.477,47.3974,725.593,472.028,41.97,0,0,0,693.132,397.135,23.3084
5.59,621.439,637.235,952.143,454.523,545.747,974.133,462.853,464.928,978.742,636.56,395.456,965.685,553.461,688.693,802.282,639.705,675.797,468.973,0,0,0,590.776,677.535,448.177,624.03,641.708,394.91,296.507,613.628,232.593,0,0,0,256.657,560.48,254.515,360.864,584.659,86.7672,0,0,0,317.394,638.3,103.749,614.68,339.267,810.715,656.439,397.211,475.526,0,0,0,639.114,389.877,437.202,673.225,437.024,408.99,562.821,419.317,66.2331,0,0,0,512.664,453.884,48.0979,709.913,471.913,41.9851,0,0,0,677.189,397.113,23.2238
5.6,621.869,636.265,955.419,454.442,545.281,976.407,461.923,464.502,980.465,635.478,394.42,967.167,556.244,688.088,804.695,651.884,674.867,473.598,0,0,0,603.538,676.435,451.454,638.419,640.564,399.286,316.771,611.534,225.262,0,0,0,275.26,558.818,245.499,390.019,582.434,84.6098,0,0,0,345.559,635.693,98.2477,611.025,338.778,811.371,644.542,396.521,475.236,0,0,0,626.796,389.347,437.263,660.808,436.273,408.521,547.537,419.797,66.7934,0,0,0,497.094,454.416,48.8988,694.284,471.776,42.0151,0,0,0,661.305,397.038,23.2293
5.61,621.737,635.367,957.856,453.36,544.931,978.146,461.143,464.301,982.003,634.316,393.541,968.474,559.056,687.674,806.973,663.521,673.743,478.274,0,0,0,615.804,675.157,454.462,652.424,639.232,403.674,337.857,610.481,217.16,0,0,0,294.875,557.411,234.804,420.137,580.476,81.852,0,0,0,374.869,633.917,92.4761,607.344,338.4,811.919,632.485,395.472,474.958,0,0,0,614.424,388.81,437.398,648.254,435.489,408.112,532.022,420.075,67.4225,0,0,0,481.482,454.857,49.803,678.683,471.683,41.9783,0,0,0,645.395,397.011,23.1791
5.62,621.493,634.383,959.963,452.546,544.789,979.483,460.242,464.258,983.485,632.995,392.459,969.469,561.809,687.464,809.046,674.53,672.375,482.666,0,0,0,627.557,673.702,457.072,666.059,637.55,407.679,359.893,609.266,207.604,0,0,0,315.598,556.183,222.677,451.046,578.937,78.5779,0,0,0,405.091,632.489,86.0761,603.743,338.101,812.348,620.633,394.49,474.884,0,0,0,602.151,388.232,437.594,636.334,434.6,407.771,516.497,420.238,68.1252,0,0,0,465.96,455.447,50.737,663.172,471.501,41.9542,0,0,0,629.541,396.93,23.1778
5.63,621.425,633.575,961.706,451.799,545,980.556,459.473,464.303,984.603,631.993,391.569,970.313,564.283,687.433,810.827,684.929,670.695,486.938,0,0,0,638.811,672.164,459.258,679.054,636.038,412.048,382.916,608.358,196.985,0,0,0,337.457,555.255,209.368,482.707,578.091,75.2574,0,0,0,435.923,631.56,79.3486,600.201,337.749,812.67,608.859,393.531,474.696,0,0,0,589.958,387.707,437.75,623.545,433.764,407.651,501.127,420.776,68.8948,0,0,0,450.424,456.163,51.8355,647.801,471.225,41.9742,0,0,0,613.649,396.981,23.1601
5.64,621.097,632.917,962.899,451.23,545.525,981.27,458.471,464.608,985.493,630.608,390.71,970.701,566.241,687.794,812.196,694.649,668.826,490.88,0,0,0,649.722,670.434,461.068,691.385,634.173,415.946,406.918,607.762,185.617,0,0,0,360.485,554.651,194.974,514.62,577.582,71.3094,0,0,0,467.593,631.392,72.5056,595.628,337.527,812.433,597.238,392.457,474.676,0,0,0,577.815,387.088,437.903,611.297,433.021,407.364,485.709,421.353,69.7303,0,0,0,435.087,457.145,53.106,632.497,470.969,41.9484,0,0,0,597.801,397.037,23.2249
5.65,620.908,632.482,963.565,450.63,545.882,981.614,457.399,465.033,986.139,628.868,390.2,970.609,568.633,687.643,813.349,703.61,666.768,494.514,0,0,0,659.898,668.603,462.465,703.121,632.181,419.596,431.72,607.71,173.489,0,0,0,384.591,554.495,179.796,547.216,577.623,67.213,0,0,0,500.216,631.625,65.4728,593.033,337.297,812.877,585.678,391.482,474.385,0,0,0,565.96,386.918,438.113,599.585,432.7,406.611,469.956,421.78,70.7565,0,0,0,419.768,458.023,54.6114,617.23,470.893,41.9838,0,0,0,581.905,397.195,23.2377
5.66,620.524,632.012,963.565,449.806,546.466,981.655,456.383,465.491,986.494,627.465,389.645,970.55,570.66,687.751,814.146,711.633,664.589,497.683,0,0,0,669.347,666.797,463.589,714.177,629.967,422.64,457.774,608.082,161.357,0,0,0,409.969,554.962,163.918,580.209,578.611,63.4745,0,0,0,533.534,632.541,58.6465,589.524,337.111,812.633,574.628,390.853,474.216,0,0,0,554.463,386.75,438.221,587.608,432.356,406.396,454.677,422.531,71.7451,0,0,0,404.624,459.19,56.015,601.844,470.774,41.9466,0,0,0,566.102,397.505,23.3295
5.67,620.09,631.696,963.144,449.151,546.915,981.322,455.575,465.65,986.457,625.963,389.227,970.093,572.798,687.84,814.734,718.704,662.384,500.488,0,0,0,677.759,664.9,464.399,724.127,628.105,425.783,484.853,608.828,148.636,0,0,0,436.582,556.135,147.77,613.793,580.188,59.9983,0,0,0,567.61,634.151,52.1789,585.5,337.318,811.971,563.977,390.686,473.74,0,0,0,543.262,386.701,438.212,576.069,432.143,406.015,439.273,423.219,72.8083,0,0,0,389.294,460.153,57.5908,586.406,470.741,41.9854,0,0,0,549.862,397.804,23.0727
5.68,619.733,631.555,962.411,448.428,547.503,980.733,454.185,466.953,986.17,624.668,388.98,969.356,574.902,688.057,815.034,724.728,660.178,502.904,0,0,0,685.317,663.033,464.936,733.085,626.386,428.685,512.663,610.459,136.193,0,0,0,464.721,557.63,131.527,647.765,582.623,56.9792,0,0,0,602.089,636.473,46.3474,581.915,337.597,811.185,553.732,390.738,473.314,0,0,0,532.268,386.789,438.082,564.767,432.134,405.506,424.067,424.005,73.9812,0,0,0,373.934,461.224,59.2143,571.009,470.928,41.8767,0,0,0,533.984,398.119,23.2301
5.69,619.778,631.485,961.32,447.867,548.126,979.771,453.233,467.421,985.437,623.32,388.835,968.25,576.724,688.288,815.171,729.721,658.006,504.691,0,0,0,691.858,661.334,464.932,741.101,624.791,431.088,541.653,612.378,124.113,0,0,0,494.019,559.697,115.487,682.089,585.713,54.7076,0,0,0,637.147,639.654,41.4304,578.929,337.741,810.169,543.61,390.988,472.63,0,0,0,521.648,387.103,437.787,553.672,432.463,404.82,409.032,424.999,75.1008,0,0,0,358.556,462.302,60.9338,555.431,471.106,41.653,0,0,0,518.301,398.625,23.2218
5.7,619.187,631.274,959.993,447.319,548.767,978.505,452.374,468.038,984.45,622.105,388.69,966.776,577.589,688.559,815.196,733.67,656.221,506.017,0,0,0,697.413,660.415,464.853,748.009,623.339,433.088,571.154,614.874,112.856,0,0,0,524.72,561.965,100.011,716.543,589.637,53.6681,0,0,0,672.475,643.536,37.7641,575.411,337.356,808.717,533.941,391.439,471.946,0,0,0,511.455,387.595,437.334,542.837,432.94,404.058,393.701,425.994,76.4622,0,0,0,343.26,463.442,62.7148,539.82,471.373,41.6596,0,0,0,502.285,398.726,24.1612
5.71,619.531,631.814,958.868,446.885,549.422,976.908,451.64,468.613,983.08,620.973,388.521,964.918,579.616,688.969,814.693,736.676,654.224,506.546,0,0,0,701.902,658.445,463.684,753.744,622.099,434.666,601.563,617.814,102.499,0,0,0,556.229,565.107,85.7338,750.982,593.968,53.9609,0,0,0,707.923,647.868,35.6268,573.484,338.187,807.309,524.653,392.19,471.009,0,0,0,501.442,388.248,436.81,532.208,433.704,403.147,378.427,427.331,77.8827,0,0,0,327.977,464.838,64.6602,524.394,471.889,41.3678,0,0,0,486.305,399.496,24.4063
5.72,619.599,631.817,957.195,446.514,550.111,974.965,450.88,469.366,981.365,619.202,388.325,962.46,580.387,689.132,813.63,738.5,652.788,506.573,0,0,0,705.442,658.066,462.642,758.54,621.194,435.845,632.233,621.306,93.5947,0,0,0,588.399,568.756,72.8935,785.003,598.17,55.606,0,0,0,743.298,652.239,34.9429,570.686,338.661,805.468,515.813,393.067,470.186,0,0,0,491.542,389.172,436.19,521.786,434.627,402.2,363.305,428.705,79.288,0,0,0,312.778,466.324,66.7442,508.905,472.504,41.2392,0,0,0,470.394,400.301,24.8205
5.73,619.675,631.849,955.4,446.252,550.738,972.656,450.301,469.977,979.375,618.688,388.403,960.437,580.985,688.831,811.964,739.457,651.42,505.841,0,0,0,708.36,657.41,460.759,762.737,620.385,436.544,663.062,624.964,86.4163,0,0,0,620.991,572.334,62.0498,818.112,601.87,58.6833,0,0,0,777.962,656.398,36.0449,568.345,338.91,803.684,507.112,394.082,469.289,0,0,0,481.878,389.952,435.807,511.567,435.377,401.373,348.069,430.188,80.9333,0,0,0,297.67,468.08,68.9887,493.489,473.107,41.0216,0,0,0,454.299,401.284,25.1867
5.74,619.961,631.913,953.437,446.111,551.432,970.027,449.826,470.601,977.064,617.95,388.415,958.199,582.193,688.403,809.861,739.752,650.219,504.348,0,0,0,711.196,656.836,458.432,766.275,619.986,436.827,693.182,628.673,81.0852,0,0,0,652.637,576.377,53.3549,849.789,604.793,63.3292,0,0,0,811.591,659.836,38.7336,566.203,339.013,801.854,498.588,394.982,468.543,0,0,0,472.371,390.747,435.586,501.602,436.154,400.569,333.017,431.747,82.7714,0,0,0,282.639,469.991,71.6866,477.966,473.74,40.8814,0,0,0,438.235,402.437,25.454
5.75,620.432,632.037,951.31,445.455,552.046,966.943,448.884,471.549,974.479,617.309,388.418,955.975,581.487,688.135,806.934,739.735,649.207,502.262,0,0,0,713.849,656.616,455.683,769.585,619.694,436.451,722.361,631.758,77.4027,0,0,0,683.119,580.36,46.7556,879.568,606.743,69.6945,0,0,0,843.559,662.218,43.0745,564.196,338.988,800.104,490.377,395.962,467.926,0,0,0,463.017,391.519,435.424,491.899,436.616,399.951,317.881,433.404,84.9246,0,0,0,267.784,471.733,74.6024,462.432,474.323,40.7509,0,0,0,422.121,403.392,25.878
5.76,621.002,632.248,949.013,445.658,552.652,963.937,448.719,472.355,971.777,617.421,389.017,954.095,581.564,687.956,803.821,739.85,648.647,499.787,0,0,0,716.429,656.31,452.646,772.769,619.031,435.79,749.449,634.121,75.5828,0,0,0,711.676,583.635,42.0003,906.598,607.728,78.0014,0,0,0,873.026,663.787,49.3346,562.105,338.709,798.426,482.333,396.351,467.547,0,0,0,454.037,392.043,435.565,482.547,436.975,399.43,302.906,434.575,87.37,0,0,0,252.971,473.302,77.9181,446.824,474.8,40.6626,0,0,0,405.898,404.411,26.2848
5.77,621.821,632.434,946.721,445.952,553.224,960.995,449.024,473.155,969.023,616.787,388.568,951.691,581.364,687.604,800.589,740.105,648.215,497.472,0,0,0,719.073,656.508,449.811,775.737,618.307,435.251,773.916,635.872,75.2445,0,0,0,737.746,585.988,39.0862,930.382,607.768,87.1492,0,0,0,899.303,664.331,56.6496,559.882,338.554,796.824,474.496,395.711,467.082,0,0,0,445.631,392.356,435.799,473.759,437.116,398.924,288.024,435.48,90.1999,0,0,0,238.285,474.42,81.662,431.177,475.277,40.5989,0,0,0,389.619,405.235,26.4248
5.78,622.79,632.632,944.438,446.466,554.01,958.155,449.405,474.191,966.348,616.604,388.582,949.616,581.859,688.672,798.115,740.355,648.425,495.504,0,0,0,721.653,657.143,447.613,778.415,617.571,434.823,795.239,637.017,75.8868,0,0,0,760.419,587.737,37.5754,950.587,606.896,96.0856,0,0,0,921.965,663.917,63.7855,557.524,338.539,795.217,467.482,395.666,466.466,0,0,0,438.128,392.523,435.941,465.758,437.066,398.224,273.479,435.861,93.1473,0,0,0,223.77,474.821,85.8461,415.456,475.537,40.4904,0,0,0,373.637,405.729,26.8769
5.79,624.001,632.914,942.321,447.642,555.887,955.357,450.111,475.441,963.833,616.573,388.682,947.477,582.241,689.696,796.304,740.563,648.984,493.712,0,0,0,723.594,657.908,445.637,780.281,617.834,434.633,812.998,637.871,76.8885,0,0,0,779.014,589.232,37.0289,966.774,605.201,103.958,0,0,0,940.731,662.647,69.9067,555.258,338.6,793.799,461.338,395.239,465.788,0,0,0,431.613,392.562,435.846,458.7,436.948,397.273,259.31,435.444,96.5127,0,0,0,209.493,474.509,90.5063,399.786,475.946,40.3829,0,0,0,357.818,406.049,27.3929
5.8,625.349,633.318,940.375,448.697,557.242,953.067,450.956,476.827,961.433,616.776,388.945,945.301,583.439,691.371,795.265,741.093,650.018,492.122,0,0,0,725.346,658.715,443.925,782.074,618.348,434.373,826.477,638.541,77.7846,0,0,0,792.901,590.868,36.8694,978.703,602.907,109.919,0,0,0,955.363,660.587,74.8018,553.269,338.856,792.447,456.233,394.621,464.903,0,0,0,426.359,392.342,435.424,452.804,436.546,396,245.486,434.756,100.28,0,0,0,195.678,473.558,95.8223,384.098,476.053,40.2673,0,0,0,342.304,406.292,27.8105
5.81,626.912,633.77,938.672,450.917,560.289,951.479,451.779,478.447,959.232,617.228,389.378,943.236,585.766,693.25,794.668,742.571,650.991,490.876,0,0,0,727.308,659.494,442.628,784.075,618.712,433.95,835.431,639.03,78.0949,0,0,0,801.74,592.187,36.3832,986.323,599.963,113.073,0,0,0,965.117,658.274,77.3137,551.749,339.386,791.139,452.345,393.756,463.832,0,0,0,422.581,391.959,434.713,448.155,435.825,394.403,232.188,433.808,104.776,0,0,0,182.304,472.391,101.84,368.441,476.097,40.339,0,0,0,326.886,406.345,28.5572
5.82,628.584,634.31,937.232,453.359,561.798,949.697,452.621,480.262,957.22,617.789,389.782,941.282,589.498,694.955,793.904,745.437,651.27,490.309,0,0,0,729.98,659.947,441.651,786.376,618.633,433.325,839.655,638.813,77.1612,0,0,0,805.361,592.743,35.2814,989.559,597.373,113.047,0,0,0,969.696,655.963,76.8786,550.808,340.109,789.864,449.903,392.703,462.58,0,0,0,420.312,391.299,433.732,445.068,434.891,392.473,219.622,432.578,109.735,0,0,0,169.762,470.932,108.724,353.058,476.163,40.3982,0,0,0,311.7,406.272,29.5589
5.83,630.481,635.008,936.057,454.744,563.318,947.995,453.787,481.751,955.28,618.579,390.435,939.54,594.231,696.179,792.883,749.154,650.722,490.367,0,0,0,733.294,659.935,440.831,789.167,618.1,432.197,838.984,638.565,75.1606,0,0,0,803.951,592.536,33.623,988.681,595.35,109.859,0,0,0,969.272,654.076,73.6005,550.415,341.019,788.624,449.413,391.938,460.95,0,0,0,419.418,390.57,432.401,443.449,433.861,390.271,207.832,431.236,115.487,0,0,0,158.103,469.429,116.609,337.865,476.2,40.5489,0,0,0,296.761,406.22,30.7784
5.84,632.553,635.76,935.097,456.447,564.992,946.299,455.175,483.44,953.536,619.562,391.256,938.09,599.033,697.092,792.086,753.011,649.459,490.571,0,0,0,736.867,659.468,439.999,791.846,617.216,430.598,834.074,637.621,72.1149,0,0,0,797.197,592.091,32.4794,984.067,593.525,103.565,0,0,0,964.077,652.412,67.7757,550.817,342.222,787.437,451.382,391.372,458.906,0,0,0,420.311,389.819,430.919,443.192,432.868,387.847,197.131,429.81,121.956,0,0,0,147.702,468.112,125.455,322.969,476.174,40.6805,0,0,0,281.993,406.15,32.2272
5.85,634.846,636.74,934.417,458.281,566.763,944.884,457.182,485.166,951.871,620.859,392.192,936.808,603.252,697.497,791.634,756.677,648.341,490.942,0,0,0,740.345,658.8,439.233,793.915,615.951,428.629,825.896,636.65,69.3917,0,0,0,785.839,592.106,32.5322,976.369,591.659,94.0193,0,0,0,954.706,650.879,58.8037,552.077,343.674,785.994,455.062,390.915,456.382,0,0,0,422.575,388.892,429.205,444.205,431.855,385.239,187.533,428.561,129.201,0,0,0,138.692,467.018,135.152,308.103,476.301,40.8053,0,0,0,267.452,406.093,33.9526
5.86,637.073,637.807,933.915,459.996,568.591,944.188,458.844,487.036,950.446,622.359,393.136,935.637,606.466,698.006,791.402,759.588,646.687,490.66,0,0,0,743.356,658.358,439.125,796.067,614.651,426.899,815.515,635.608,68.9406,0,0,0,772.155,592.151,34.4046,967.959,589.9,78.0072,0,0,0,942.349,649.857,46.3128,554.211,345.517,784.118,459.868,390.618,453.636,0,0,0,426.173,388.478,427.251,446.644,430.81,382.248,179.28,427.526,137.066,0,0,0,131.433,466.258,145.698,293.689,476.39,40.893,0,0,0,253.132,406.1,35.9087
5.87,639.442,638.751,933.995,461.79,569.947,944.541,460.568,488.587,949.498,624.025,394.288,934.469,608.746,699.471,792.2,762.194,645.365,490.985,0,0,0,746.059,657.851,440.365,797.914,612.6,426.706,804.417,635.158,68.8863,0,0,0,759.456,592.019,36.4287,957.704,589.296,68.0274,0,0,0,930.318,648.77,37.8695,557.057,347.753,781.801,466,390.442,450.793,0,0,0,431.35,388.075,425.308,450.748,430.398,379.016,172.851,426.743,145.583,0,0,0,126.511,465.907,157.408,279.54,476.466,41.0006,0,0,0,239.062,406.038,38.3521
5.88,641.827,639.759,934.621,463.862,571.54,945.069,462.344,489.65,949.128,625.677,395.584,933.539,610.754,701.251,793.486,764.795,644.614,491.904,0,0,0,748.572,657.547,442.307,799.194,610.703,427.186,794.764,635.522,68.5989,0,0,0,747.465,593.393,38.7413,946.908,587.076,60.6753,0,0,0,919.263,648.049,31.5194,560.568,349.726,779.613,474.436,390.374,447.983,0,0,0,438.455,387.577,423.439,456.93,429.625,375.948,168.727,426.462,155,0,0,0,124.313,466.526,170.17,265.523,476.568,41.0611,0,0,0,225.169,406.276,41.1462
5.89,644.099,640.799,936.031,465.962,573.149,945.714,463.986,490.65,948.968,627.292,397.125,932.796,612.126,702.908,794.541,766.335,644.45,492.68,0,0,0,749.88,657.755,443.32,799.444,609.774,427.404,784.122,635.359,67.9914,0,0,0,734.199,594.468,40.1517,934.574,583.276,52.2414,0,0,0,907.339,647.169,27.9436,564.207,351.441,778.018,484.749,389.424,445.125,0,0,0,447.523,386.732,421.577,465.096,426.894,374.166,167.628,427.59,164.472,0,0,0,125.76,468.319,183.573,252.023,476.435,41.6624,0,0,0,211.094,407.098,44.4268
5.9,645.949,642.157,937.841,467.371,574.009,946.561,465.582,491.654,948.879,628.933,398.866,932.41,613.046,705.052,795.419,766.084,645.016,492.322,0,0,0,749.239,658.225,443.235,798.47,609.972,426.635,771.114,633.843,68.1018,0,0,0,719.964,594.181,40.9495,920.684,580.86,47.2198,0,0,0,892.71,648.962,26.6481,567.537,352.825,776.804,496.02,387.86,442.435,0,0,0,457.801,385.533,420.119,475.111,424.409,371.652,168.474,428.404,174.106,0,0,0,129.798,470.501,196.372,241.231,476.486,43.5492,0,0,0,200.047,408.128,49.042
5.91,647.46,643.625,939.772,467.995,574.499,947.246,466.942,492.697,948.831,630.46,400.695,932.309,613.481,706.999,795.754,764.726,645.674,491.407,0,0,0,747.23,658.746,442.463,795.986,610.591,425.063,757.371,632.848,68.2693,0,0,0,705.456,593.389,41.5017,906.762,580.158,44.062,0,0,0,878.307,649.946,26.4569,570.582,354.273,775.88,507.703,386.181,440.297,0,0,0,468.896,384.14,418.911,486.102,421.751,369.239,171.812,429.282,184.327,0,0,0,135.954,472.711,209.249,232.033,476.856,46.9169,0,0,0,191.796,409.277,55.8969
5.92,648.683,645.094,941.639,468.466,574.974,948.698,467.767,494.085,949.02,631.565,402.505,932.539,613.211,708.894,796.335,762.397,646.253,490.712,0,0,0,744.372,659.562,442.074,792.003,611.025,423.374,742.834,632.493,68.1584,0,0,0,690.33,593.319,41.824,891.813,579.096,42.5394,0,0,0,863.409,649.767,26.3159,573.247,355.655,775.176,520.074,384.322,438.56,0,0,0,480.986,382.852,417.909,498.159,419.263,367.361,177.351,430.254,194.877,0,0,0,144.722,475.016,221.972,224.614,477,51.8268,0,0,0,185.708,409.886,64.7935
5.93,649.503,646.522,943.513,468.919,575.903,950.255,468.398,495.171,949.586,632.17,403.934,933.075,612.786,710.809,798.167,758.955,646.769,490.328,0,0,0,739.847,659.946,441.489,786.477,611.418,422.383,727.796,632.566,68.2215,0,0,0,674.854,593.599,42.0935,876.391,578.354,41.7903,0,0,0,847.975,649.872,26.2533,575.784,356.947,774.861,532.862,382.664,437.21,0,0,0,493.941,381.422,417.196,510.793,417.345,366.345,185.207,430.806,204.675,0,0,0,155.608,476.508,233.93,220.432,477.654,57.8262,0,0,0,182.049,411.454,74.6596
5.94,650.112,647.71,945.424,469.612,577.228,952.039,468.843,496.345,950.63,632.35,404.981,934.037,612.593,712.325,800.694,753.97,647.456,490.065,0,0,0,733.547,660.716,441.797,779.716,611.86,421.604,712.126,632.902,68.3396,0,0,0,659.051,593.899,42.3091,860.65,578.481,41.4272,0,0,0,832.105,650.399,26.1126,578.155,357.992,775.036,545.792,381.232,436.742,0,0,0,507.16,380.166,417.378,523.798,415.927,366.179,195.008,430.576,214.034,0,0,0,167.933,477.206,245.007,219.849,478.225,63.7151,0,0,0,182.769,413.653,84.6746
