Time	RGRF_X	RGRF_Y	RGRF_Z	LGRF_X	LGRF_Y	LGRF_Z	GRFNET_X	GRFNET_Y	GRFNET_Z	RCOP_X	RCOP_Y	RCOP_Z	LCOP_X	LCOP_Y	LCOP_Z	COPNET_X	COPNET_Y	COPNET_Z	RFREEMOMENT_Y	LFREEMOMENT_Y
0.000000	-1.224230	340.501874	-18.609253	-4.366746	417.245553	26.931459	-5.590976	757.747457	8.322196	0.268848	0.000000	0.112820	0.269107	0.000000	-0.105970	0.268988	0.000000	-0.007650	2.167050	-0.435676
0.010000	-1.387369	339.481674	-18.490831	-4.641158	417.206628	26.607156	-6.028526	756.688319	8.116320	0.268891	0.000000	0.112756	0.269301	0.000000	-0.105936	0.269114	0.000000	-0.007820	2.162306	-0.422431
0.020000	-1.543984	338.520502	-18.359332	-4.865779	417.103046	26.325943	-6.409762	755.623557	7.966609	0.268920	0.000000	0.112710	0.269474	0.000000	-0.105910	0.269223	0.000000	-0.007969	2.158964	-0.412723
0.030000	-1.686623	337.661175	-18.211992	-5.014342	416.901569	26.118074	-6.700965	754.562752	7.906082	0.268930	0.000000	0.112690	0.269610	0.000000	-0.105898	0.269303	0.000000	-0.008083	2.158320	-0.408216
0.040000	-1.808310	336.919423	-18.061483	-5.094804	416.613275	25.993723	-6.903114	753.532707	7.932241	0.268925	0.000000	0.112697	0.269701	0.000000	-0.105899	0.269353	0.000000	-0.008164	2.161341	-0.408143
0.050000	-1.904793	336.284167	-17.932797	-5.140760	416.286256	25.944484	-7.045553	752.570435	8.011688	0.268920	0.000000	0.112719	0.269745	0.000000	-0.105908	0.269376	0.000000	-0.008218	2.168220	-0.410075
0.060000	-1.976462	335.723833	-17.852733	-5.190654	415.985150	25.950891	-7.167114	751.708994	8.098159	0.268925	0.000000	0.112744	0.269742	0.000000	-0.105917	0.269378	0.000000	-0.008262	2.177912	-0.411429
0.070000	-2.027850	335.194558	-17.836837	-5.267151	415.770880	25.991096	-7.294999	750.965447	8.154260	0.268938	0.000000	0.112762	0.269690	0.000000	-0.105919	0.269357	0.000000	-0.008312	2.188001	-0.410712
0.080000	-2.063931	334.650424	-17.880549	-5.366847	415.688718	26.046855	-7.430775	750.339145	8.166305	0.268941	0.000000	0.112768	0.269587	0.000000	-0.105915	0.269302	0.000000	-0.008383	2.195188	-0.407853
0.090000	-2.085011	334.058151	-17.959574	-5.463260	415.763907	26.105858	-7.548268	749.822058	8.146282	0.268900	0.000000	0.112764	0.269428	0.000000	-0.105913	0.269196	0.000000	-0.008488	2.196384	-0.403704
0.100000	-2.083773	333.415001	-18.039680	-5.519439	416.000197	26.161714	-7.603209	749.415197	8.122031	0.268778	0.000000	0.112755	0.269212	0.000000	-0.105924	0.269022	0.000000	-0.008632	2.189941	-0.399170
0.110000	-2.047359	332.761627	-18.091031	-5.503391	416.379584	26.213173	-7.550748	749.141209	8.122139	0.268551	0.000000	0.112749	0.268943	0.000000	-0.105960	0.268771	0.000000	-0.008810	2.176376	-0.394484
0.120000	-1.964142	332.179033	-18.099937	-5.399916	416.866257	26.263132	-7.364055	749.045289	8.163192	0.268219	0.000000	0.112750	0.268625	0.000000	-0.106020	0.268446	0.000000	-0.009001	2.158159	-0.388946
0.130000	-1.831379	331.765556	-18.072721	-5.214565	417.418059	26.317062	-7.045942	749.183615	8.244340	0.267811	0.000000	0.112761	0.268258	0.000000	-0.106095	0.268060	0.000000	-0.009176	2.138622	-0.381237
0.140000	-1.658844	331.602188	-18.030819	-4.968743	418.003966	26.380658	-6.627587	749.606153	8.349838	0.267368	0.000000	0.112781	0.267836	0.000000	-0.106163	0.267628	0.000000	-0.009307	2.120607	-0.370227
0.150000	-1.465896	331.723390	-18.000432	-4.688814	418.620700	26.457315	-6.154710	750.344090	8.456883	0.266933	0.000000	0.112801	0.267348	0.000000	-0.106205	0.267164	0.000000	-0.009382	2.105517	-0.355959
0.160000	-1.273643	332.108468	-18.001862	-4.395276	419.300332	26.546516	-5.668919	751.408802	8.544655	0.266535	0.000000	0.112810	0.266791	0.000000	-0.106213	0.266678	0.000000	-0.009407	2.093164	-0.340266
0.170000	-1.096881	332.696870	-18.042842	-4.098147	420.104377	26.643788	-5.195029	752.801252	8.600948	0.266186	0.000000	0.112801	0.266174	0.000000	-0.106187	0.266179	0.000000	-0.009406	2.082334	-0.326549
0.180000	-0.940147	333.417536	-18.117658	-3.800692	421.105569	26.742072	-4.740840	754.523113	8.624415	0.265881	0.000000	0.112771	0.265531	0.000000	-0.106141	0.265686	0.000000	-0.009405	2.071608	-0.318627
0.190000	-0.799219	334.216018	-18.211303	-3.507917	422.362663	26.833819	-4.307137	756.578690	8.622516	0.265612	0.000000	0.112729	0.264922	0.000000	-0.106091	0.265226	0.000000	-0.009428	2.060008	-0.319177
0.200000	-0.666049	335.066123	-18.306120	-3.233203	423.895470	26.912975	-3.899252	758.961604	8.606855	0.265381	0.000000	0.112693	0.264413	0.000000	-0.106050	0.264840	0.000000	-0.009480	2.047237	-0.328549
0.210000	-0.533884	335.961979	-18.387902	-2.998456	425.667527	26.976154	-3.532340	761.629518	8.588251	0.265204	0.000000	0.112679	0.264066	0.000000	-0.106027	0.264567	0.000000	-0.009554	2.033556	-0.344552
0.220000	-0.400486	336.896095	-18.449045	-2.828291	427.582407	27.022611	-3.228776	764.478516	8.573565	0.265103	0.000000	0.112694	0.263916	0.000000	-0.106024	0.264438	0.000000	-0.009638	2.019510	-0.363223
0.230000	-0.269438	337.835240	-18.487970	-2.742536	429.495795	27.053312	-3.011972	767.331050	8.565342	0.265103	0.000000	0.112735	0.263971	0.000000	-0.106039	0.264468	0.000000	-0.009718	2.005676	-0.380145
0.240000	-0.150647	338.706950	-18.505908	-2.751207	431.239644	27.069955	-2.901851	769.946610	8.564049	0.265217	0.000000	0.112788	0.264210	0.000000	-0.106069	0.264652	0.000000	-0.009790	1.992531	-0.391753
0.250000	-0.060830	339.404946	-18.503440	-2.853300	432.650324	27.074662	-2.914127	772.055287	8.571224	0.265442	0.000000	0.112836	0.264594	0.000000	-0.106112	0.264967	0.000000	-0.009858	1.980492	-0.396258
0.260000	-0.023550	339.812720	-18.479065	-3.038478	433.592610	27.070000	-3.062026	773.405348	8.590936	0.265764	0.000000	0.112870	0.265083	0.000000	-0.106166	0.265383	0.000000	-0.009925	1.970056	-0.393972
0.270000	-0.067364	339.834851	-18.430568	-3.290316	433.975355	27.058180	-3.357679	773.810223	8.627613	0.266168	0.000000	0.112893	0.265636	0.000000	-0.106227	0.265870	0.000000	-0.009994	1.961916	-0.386971
0.280000	-0.220629	339.421298	-18.357975	-3.590255	433.759012	27.038846	-3.810883	773.180325	8.680870	0.266640	0.000000	0.112925	0.266223	0.000000	-0.106291	0.266406	0.000000	-0.010055	1.956849	-0.378184
0.290000	-0.502814	338.574498	-18.265675	-3.921460	432.956802	27.006528	-4.424274	771.531313	8.740851	0.267176	0.000000	0.112992	0.266824	0.000000	-0.106352	0.266978	0.000000	-0.010095	1.955276	-0.370215
0.300000	-0.914661	337.339893	-18.161784	-4.271369	431.630443	26.950045	-5.186030	768.970346	8.788259	0.267777	0.000000	0.113120	0.267428	0.000000	-0.106406	0.267579	0.000000	-0.010102	1.956696	-0.364403
0.310000	-1.431681	335.789770	-18.054745	-4.631798	429.880474	26.855338	-6.063481	765.670251	8.800593	0.268436	0.000000	0.113323	0.268027	0.000000	-0.106454	0.268203	0.000000	-0.010070	1.959373	-0.360541
0.320000	-2.005423	334.011445	-17.949202	-4.996568	427.832133	26.710893	-7.001992	761.843581	8.761692	0.269137	0.000000	0.113599	0.268616	0.000000	-0.106500	0.268842	0.000000	-0.010004	1.960628	-0.357369
0.330000	-2.573806	332.103994	-17.843890	-5.358092	425.619614	26.513150	-7.931900	757.723609	8.669263	0.269850	0.000000	0.113929	0.269185	0.000000	-0.106550	0.269474	0.000000	-0.009916	1.957723	-0.353562
0.340000	-3.077055	330.179003	-17.733037	-5.705266	423.372194	26.269477	-8.782321	753.551198	8.536442	0.270536	0.000000	0.114286	0.269718	0.000000	-0.106607	0.270075	0.000000	-0.009820	1.948993	-0.348636
0.350000	-3.472542	328.357185	-17.610591	-6.024215	421.204209	25.997972	-9.496757	749.561396	8.387383	0.271149	0.000000	0.114632	0.270194	0.000000	-0.106670	0.270613	0.000000	-0.009726	1.934683	-0.343284
0.360000	-3.742406	326.756766	-17.474861	-6.301419	419.208732	25.724814	-10.043824	745.965500	8.249954	0.271652	0.000000	0.114936	0.270592	0.000000	-0.106735	0.271059	0.000000	-0.009637	1.917070	-0.338992
0.370000	-3.891643	325.477749	-17.331197	-6.526836	417.454040	25.480083	-10.418478	742.931788	8.148886	0.272017	0.000000	0.115169	0.270900	0.000000	-0.106793	0.271393	0.000000	-0.009552	1.899771	-0.337246
0.380000	-3.939149	324.591577	-17.191581	-6.694707	415.982905	25.292367	-10.633856	740.574475	8.100785	0.272233	0.000000	0.115314	0.271112	0.000000	-0.106835	0.271607	0.000000	-0.009467	1.886495	-0.338806
0.390000	-3.907044	324.143640	-17.071691	-6.801870	414.815706	25.182340	-10.708915	738.959334	8.110647	0.272306	0.000000	0.115367	0.271230	0.000000	-0.106857	0.271706	0.000000	-0.009377	1.879746	-0.343395
0.400000	-3.813426	324.167561	-16.987096	-6.845685	413.957433	25.156411	-10.659113	738.124977	8.169313	0.272254	0.000000	0.115333	0.271261	0.000000	-0.106858	0.271700	0.000000	-0.009275	1.880024	-0.349828
0.410000	-3.670827	324.701266	-16.950395	-6.823988	413.405886	25.202954	-10.494817	738.107135	8.252556	0.272108	0.000000	0.115230	0.271205	0.000000	-0.106843	0.271603	0.000000	-0.009148	1.885837	-0.356464
0.420000	-3.489011	325.791817	-16.970323	-6.737560	413.155784	25.293869	-10.226573	738.947585	8.323543	0.271896	0.000000	0.115085	0.271061	0.000000	-0.106815	0.271429	0.000000	-0.008979	1.894463	-0.361812
0.430000	-3.278529	327.481273	-17.052523	-6.593331	413.194063	25.392390	-9.871862	740.675323	8.339865	0.271645	0.000000	0.114926	0.270826	0.000000	-0.106780	0.271187	0.000000	-0.008752	1.903086	-0.365116
0.440000	-3.051735	329.776819	-17.200557	-6.405855	413.486692	25.464674	-9.457590	743.263499	8.264113	0.271371	0.000000	0.114779	0.270507	0.000000	-0.106738	0.270889	0.000000	-0.008451	1.909786	-0.366696
0.450000	-2.820398	332.619036	-17.415588	-6.195696	413.964516	25.490253	-9.016093	746.583538	8.074663	0.271084	0.000000	0.114657	0.270123	0.000000	-0.106685	0.270550	0.000000	-0.008071	1.914018	-0.367821
0.460000	-2.591711	335.866247	-17.694197	-5.985211	414.519705	25.466895	-8.576920	750.385934	7.772696	0.270783	0.000000	0.114561	0.269704	0.000000	-0.106613	0.270186	0.000000	-0.007618	1.916495	-0.370096
0.470000	-2.365814	339.307177	-18.025292	-5.793458	415.020862	25.408477	-8.159272	754.328019	7.383183	0.270468	0.000000	0.114481	0.269287	0.000000	-0.106516	0.269818	0.000000	-0.007110	1.918640	-0.374650
0.480000	-2.137334	342.700761	-18.387959	-5.632278	415.344522	25.337981	-7.769612	758.045264	6.950022	0.270137	0.000000	0.114400	0.268900	0.000000	-0.106392	0.269459	0.000000	-0.006577	1.921942	-0.381590
0.490000	-1.901218	345.828013	-18.751938	-5.504931	415.409960	25.279118	-7.406150	761.237959	6.527180	0.269795	0.000000	0.114309	0.268560	0.000000	-0.106251	0.269121	0.000000	-0.006053	1.927461	-0.390054
0.500000	-1.660550	348.534578	-19.081480	-5.407448	415.200334	25.249314	-7.068000	763.734906	6.167833	0.269455	0.000000	0.114204	0.268267	0.000000	-0.106110	0.268810	0.000000	-0.005570	1.935580	-0.398796
0.510000	-1.432074	350.747452	-19.342143	-5.331819	414.759088	25.255288	-6.763895	765.506544	5.913146	0.269139	0.000000	0.114093	0.268009	0.000000	-0.105987	0.268528	0.000000	-0.005150	1.945943	-0.406934
0.520000	-1.245354	352.462164	-19.509034	-5.269717	414.162741	25.291562	-6.515073	766.624919	5.782530	0.268874	0.000000	0.113991	0.267772	0.000000	-0.105898	0.268281	0.000000	-0.004803	1.957523	-0.414387
0.530000	-1.134095	353.710311	-19.574103	-5.215592	413.482842	25.341998	-6.349689	767.193173	5.767898	0.268686	0.000000	0.113911	0.267547	0.000000	-0.105846	0.268075	0.000000	-0.004530	1.968823	-0.421788
0.540000	-1.122349	354.525345	-19.549667	-5.167989	412.754885	25.384142	-6.290340	767.280252	5.834479	0.268585	0.000000	0.113859	0.267335	0.000000	-0.105823	0.267915	0.000000	-0.004319	1.978240	-0.429991
0.550000	-1.211768	354.923612	-19.466018	-5.128265	411.968336	25.395387	-6.340034	766.891968	5.929374	0.268568	0.000000	0.113835	0.267143	0.000000	-0.105815	0.267804	0.000000	-0.004160	1.984550	-0.439534
0.560000	-1.376363	354.908456	-19.362994	-5.097074	411.081467	25.359244	-6.473436	765.989939	5.996254	0.268610	0.000000	0.113835	0.266982	0.000000	-0.105804	0.267737	0.000000	-0.004039	1.987370	-0.450370
0.570000	-1.568093	354.492470	-19.278076	-5.070882	410.052759	25.269788	-6.638973	764.545237	5.991714	0.268676	0.000000	0.113854	0.266864	0.000000	-0.105778	0.267704	0.000000	-0.003944	1.987343	-0.461942
0.580000	-1.731657	353.723499	-19.235536	-5.041606	408.873170	25.132842	-6.773259	762.596673	5.897307	0.268734	0.000000	0.113892	0.266793	0.000000	-0.105737	0.267694	0.000000	-0.003865	1.985914	-0.473414
0.590000	-1.822792	352.699012	-19.241011	-5.000766	407.584337	24.963664	-6.823553	760.283348	5.722653	0.268769	0.000000	0.113953	0.266772	0.000000	-0.105689	0.267700	0.000000	-0.003797	1.984693	-0.483856
0.600000	-1.823021	351.560507	-19.283461	-4.946055	406.275865	24.782369	-6.769072	757.836369	5.498908	0.268791	0.000000	0.114035	0.266801	0.000000	-0.105645	0.267725	0.000000	-0.003737	1.984685	-0.492333
0.610000	-1.745264	350.469792	-19.342919	-4.885894	405.065306	24.609305	-6.631154	755.535095	5.266387	0.268829	0.000000	0.114135	0.266876	0.000000	-0.105620	0.267783	0.000000	-0.003684	1.985791	-0.498006
0.620000	-1.628311	349.576498	-19.399868	-4.838527	404.071053	24.462184	-6.466835	753.647548	5.062319	0.268921	0.000000	0.114244	0.266994	0.000000	-0.105616	0.267888	0.000000	-0.003636	1.986934	-0.500368
0.630000	-1.522511	348.988461	-19.441949	-4.825908	403.388337	24.355078	-6.348418	752.376796	4.913132	0.269092	0.000000	0.114352	0.267151	0.000000	-0.105630	0.268051	0.000000	-0.003592	1.986811	-0.499523
0.640000	-1.472407	348.754143	-19.465908	-4.865944	403.073461	24.297743	-6.338352	751.827603	4.831836	0.269345	0.000000	0.114449	0.267347	0.000000	-0.105649	0.268273	0.000000	-0.003551	1.984891	-0.496316
0.650000	-1.503023	348.861049	-19.475429	-4.967132	403.136127	24.293784	-6.470158	751.997178	4.818355	0.269656	0.000000	0.114531	0.267584	0.000000	-0.105664	0.268544	0.000000	-0.003512	1.982032	-0.492141
0.660000	-1.614415	349.248298	-19.477125	-5.127370	403.537999	24.338098	-6.741788	752.786302	4.860971	0.269987	0.000000	0.114599	0.267864	0.000000	-0.105671	0.268848	0.000000	-0.003479	1.980267	-0.488487
0.670000	-1.785130	349.826849	-19.476831	-5.335859	404.197335	24.415957	-7.120994	754.024193	4.939123	0.270298	0.000000	0.114655	0.268187	0.000000	-0.105674	0.269166	0.000000	-0.003454	1.981831	-0.486457
0.680000	-1.981700	350.499288	-19.477317	-5.575800	405.001272	24.505951	-7.557503	755.500572	5.028631	0.270561	0.000000	0.114699	0.268547	0.000000	-0.105682	0.269481	0.000000	-0.003441	1.987956	-0.486512
0.690000	-2.169736	351.173458	-19.477657	-5.826479	405.825848	24.586454	-7.996218	756.999320	5.108796	0.270768	0.000000	0.114731	0.268929	0.000000	-0.105700	0.269782	0.000000	-0.003442	1.998173	-0.488554
0.700000	-2.322983	351.769422	-19.474022	-6.065193	406.559259	24.642512	-8.388179	758.328697	5.168490	0.270925	0.000000	0.114748	0.269316	0.000000	-0.105730	0.270062	0.000000	-0.003456	2.010531	-0.492197
0.710000	-2.428392	352.223326	-19.461451	-6.270426	407.120170	24.669641	-8.698822	759.343508	5.208192	0.271045	0.000000	0.114749	0.269690	0.000000	-0.105764	0.270318	0.000000	-0.003478	2.022600	-0.496985
0.720000	-2.486879	352.491355	-19.435887	-6.426887	407.464191	24.673197	-8.913768	759.955553	5.237313	0.271141	0.000000	0.114735	0.270034	0.000000	-0.105794	0.270546	0.000000	-0.003504	2.032666	-0.502346
0.730000	-2.510412	352.553052	-19.395701	-6.530873	407.578250	24.664666	-9.041286	760.131305	5.268967	0.271221	0.000000	0.114714	0.270338	0.000000	-0.105810	0.270746	0.000000	-0.003527	2.040432	-0.507353
0.740000	-2.516798	352.410455	-19.342199	-6.592812	407.469621	24.657307	-9.109611	759.880074	5.315108	0.271290	0.000000	0.114696	0.270593	0.000000	-0.105810	0.270915	0.000000	-0.003543	2.046884	-0.510530
0.750000	-2.523962	352.081420	-19.279065	-6.634429	407.158075	24.662785	-9.158392	759.239490	5.383719	0.271350	0.000000	0.114690	0.270797	0.000000	-0.105798	0.271051	0.000000	-0.003549	2.053508	-0.510016
0.760000	-2.545442	351.590133	-19.210977	-6.680824	406.674675	24.689046	-9.226267	758.264802	5.478067	0.271404	0.000000	0.114695	0.270949	0.000000	-0.105780	0.271158	0.000000	-0.003549	2.061337	-0.504135
0.770000	-2.588017	350.960336	-19.141850	-6.750831	406.063662	24.738902	-9.338850	757.023989	5.597051	0.271459	0.000000	0.114709	0.271054	0.000000	-0.105764	0.271240	0.000000	-0.003550	2.070351	-0.492155
0.780000	-2.651345	350.214825	-19.073342	-6.850092	405.381226	24.808982	-9.501441	755.596040	5.735640	0.271519	0.000000	0.114726	0.271116	0.000000	-0.105752	0.271300	0.000000	-0.003561	2.079460	-0.474774
0.790000	-2.728934	349.380358	-19.004427	-6.969639	404.688616	24.889463	-9.698577	754.068961	5.885037	0.271583	0.000000	0.114739	0.271136	0.000000	-0.105742	0.271341	0.000000	-0.003586	2.087024	-0.454042
0.800000	-2.810041	348.493860	-18.932566	-7.089971	404.043272	24.965668	-9.900017	752.537118	6.033106	0.271642	0.000000	0.114750	0.271112	0.000000	-0.105731	0.271356	0.000000	-0.003627	2.091598	-0.432753
0.810000	-2.882640	347.605487	-18.856132	-7.188356	403.494678	25.022109	-10.070999	751.100153	6.165980	0.271682	0.000000	0.114757	0.271042	0.000000	-0.105714	0.271336	0.000000	-0.003679	2.092533	-0.413653
0.820000	-2.937498	346.776091	-18.776859	-7.246267	403.088478	25.047952	-10.183765	749.864561	6.271095	0.271684	0.000000	0.114763	0.270923	0.000000	-0.105690	0.271273	0.000000	-0.003739	2.090194	-0.398866
0.830000	-2.972360	346.069193	-18.700741	-7.254335	402.875000	25.041268	-10.226693	748.944195	6.340527	0.271633	0.000000	0.114766	0.270760	0.000000	-0.105666	0.271161	0.000000	-0.003806	2.085744	-0.389671
0.840000	-2.993939	345.539563	-18.636551	-7.213482	402.912366	25.009607	-10.207418	748.451942	6.373054	0.271519	0.000000	0.114764	0.270563	0.000000	-0.105649	0.271002	0.000000	-0.003886	2.080663	-0.386515
0.850000	-3.015310	345.221309	-18.592479	-7.132594	403.255295	24.966608	-10.147901	748.476626	6.374125	0.271345	0.000000	0.114755	0.270343	0.000000	-0.105649	0.270804	0.000000	-0.003987	2.076269	-0.388999
0.860000	-3.048365	345.118504	-18.572533	-7.024339	403.930036	24.926814	-10.072701	749.048565	6.354276	0.271121	0.000000	0.114736	0.270112	0.000000	-0.105673	0.270576	0.000000	-0.004117	2.073377	-0.395805
0.870000	-3.094390	345.201111	-18.574527	-6.900834	404.907837	24.901523	-9.995223	750.108969	6.326993	0.270860	0.000000	0.114707	0.269870	0.000000	-0.105716	0.270325	0.000000	-0.004274	2.072106	-0.404822
0.880000	-3.138252	345.408574	-18.590591	-6.770262	406.094879	24.897095	-9.908514	751.503462	6.306503	0.270574	0.000000	0.114666	0.269616	0.000000	-0.105765	0.270056	0.000000	-0.004448	2.071781	-0.413709
0.890000	-3.150776	345.662304	-18.609762	-6.635153	407.349800	24.915146	-9.785929	753.012099	6.305385	0.270268	0.000000	0.114611	0.269342	0.000000	-0.105804	0.269767	0.000000	-0.004624	2.071018	-0.420801
0.900000	-3.099613	345.885868	-18.621354	-6.493123	408.523995	24.953398	-9.592736	754.409847	6.332046	0.269942	0.000000	0.114534	0.269044	0.000000	-0.105816	0.269455	0.000000	-0.004788	2.068136	-0.425776
0.910000	-2.963680	346.028063	-18.617809	-6.340271	409.505186	25.006735	-9.303951	755.533226	6.388929	0.269590	0.000000	0.114434	0.268719	0.000000	-0.105793	0.269116	0.000000	-0.004930	2.061939	-0.429529
0.920000	-2.743866	346.080692	-18.596250	-6.175682	410.241640	25.068825	-8.919548	756.322310	6.472578	0.269210	0.000000	0.114313	0.268368	0.000000	-0.105740	0.268752	0.000000	-0.005046	2.052534	-0.433242
0.930000	-2.464604	346.082435	-18.558561	-6.003845	410.735537	25.134264	-8.468450	756.817954	6.575705	0.268804	0.000000	0.114179	0.267992	0.000000	-0.105671	0.268361	0.000000	-0.005135	2.041624	-0.437306
0.940000	-2.165908	346.104828	-18.510344	-5.832448	411.012506	25.200092	-7.998357	757.117322	6.689750	0.268382	0.000000	0.114045	0.267583	0.000000	-0.105602	0.267947	0.000000	-0.005191	2.031910	-0.440977
0.950000	-1.890315	346.224728	-18.459473	-5.666247	411.088490	25.265494	-7.556562	757.313209	6.806022	0.267961	0.000000	0.113923	0.267128	0.000000	-0.105542	0.267508	0.000000	-0.005206	2.025791	-0.443095
0.960000	-1.671121	346.494896	-18.415024	-5.501320	410.955502	25.329939	-7.172441	757.450391	6.914915	0.267557	0.000000	0.113818	0.266611	0.000000	-0.105490	0.267044	0.000000	-0.005167	2.024127	-0.443387
0.970000	-1.526505	346.925419	-18.386793	-5.324726	410.594559	25.391499	-6.851231	757.519975	7.004707	0.267188	0.000000	0.113726	0.266017	0.000000	-0.105436	0.266555	0.000000	-0.005065	2.025845	-0.443393
0.980000	-1.460064	347.482863	-18.384855	-5.121360	410.006107	25.446778	-6.581423	757.488972	7.061922	0.266867	0.000000	0.113641	0.265344	0.000000	-0.105365	0.266045	0.000000	-0.004901	2.028665	-0.446257
0.990000	-1.464634	348.105339	-18.418370	-4.884783	409.237594	25.492141	-6.349417	757.342940	7.073770	0.266600	0.000000	0.113556	0.264607	0.000000	-0.105265	0.265525	0.000000	-0.004686	2.030490	-0.455335
1.000000	-1.525410	348.725417	-18.493402	-4.625747	408.390536	25.524667	-6.151157	757.115964	7.031264	0.266382	0.000000	0.113473	0.263839	0.000000	-0.105135	0.265011	0.000000	-0.004444	2.030606	-0.472386
1.010000	-1.620654	349.291610	-18.610555	-4.372987	407.601671	25.541691	-5.993640	756.893292	6.931135	0.266197	0.000000	0.113393	0.263084	0.000000	-0.104984	0.264521	0.000000	-0.004205	2.029973	-0.496378
1.020000	-1.721591	349.781674	-18.763653	-4.164911	407.005883	25.539427	-5.886502	756.787566	6.775773	0.266021	0.000000	0.113323	0.262389	0.000000	-0.104828	0.264067	0.000000	-0.003997	2.030496	-0.523607
1.030000	-1.794785	350.204810	-18.940369	-4.035240	406.695738	25.512361	-5.830025	756.900553	6.571991	0.265827	0.000000	0.113264	0.261788	0.000000	-0.104686	0.263656	0.000000	-0.003840	2.033775	-0.549048
1.040000	-1.808925	350.593322	-19.124723	-3.998379	406.692916	25.454943	-5.807304	757.286240	6.330221	0.265591	0.000000	0.113215	0.261300	0.000000	-0.104566	0.263286	0.000000	-0.003739	2.040170	-0.568228
1.050000	-1.744513	350.987244	-19.300524	-4.040642	406.942617	25.365763	-5.785156	757.929861	6.065240	0.265305	0.000000	0.113174	0.260920	0.000000	-0.104471	0.262951	0.000000	-0.003680	2.048740	-0.578671
1.060000	-1.601939	351.417569	-19.454411	-4.121567	407.334298	25.252445	-5.723508	758.751869	5.798034	0.264975	0.000000	0.113137	0.260629	0.000000	-0.104395	0.262643	0.000000	-0.003643	2.057993	-0.580390
1.070000	-1.403138	351.894151	-19.577438	-4.186005	407.741865	25.134146	-5.589145	759.636020	5.556706	0.264625	0.000000	0.113103	0.260396	0.000000	-0.104329	0.262356	0.000000	-0.003605	2.066878	-0.575400
1.080000	-1.184963	352.402690	-19.664979	-4.183337	408.066867	25.038732	-5.368302	760.469563	5.373749	0.264290	0.000000	0.113073	0.260197	0.000000	-0.104269	0.262095	0.000000	-0.003553	2.075336	-0.566726
1.090000	-0.986742	352.911688	-19.715707	-4.086673	408.265273	24.994023	-5.073416	761.176967	5.278311	0.264001	0.000000	0.113047	0.260019	0.000000	-0.104218	0.261866	0.000000	-0.003486	2.084125	-0.557397
1.100000	-0.837650	353.386044	-19.730898	-3.903992	408.345889	25.016079	-4.741644	761.731938	5.285176	0.263783	0.000000	0.113024	0.259863	0.000000	-0.104182	0.261681	0.000000	-0.003416	2.094151	-0.549750
1.110000	-0.749542	353.800604	-19.714955	-3.676024	408.343394	25.100112	-4.425567	762.144001	5.385152	0.263647	0.000000	0.113005	0.259740	0.000000	-0.104167	0.261553	0.000000	-0.003354	2.105772	-0.545098
1.120000	-0.717893	354.146321	-19.676885	-3.461304	408.282466	25.219352	-4.179198	762.428790	5.542464	0.263591	0.000000	0.112988	0.259664	0.000000	-0.104174	0.261487	0.000000	-0.003305	2.118450	-0.543678
1.130000	-0.729210	354.424782	-19.631303	-3.314797	408.152877	25.333571	-4.044010	762.577662	5.702266	0.263603	0.000000	0.112975	0.259642	0.000000	-0.104200	0.261482	0.000000	-0.003266	2.130869	-0.544794
1.140000	-0.770006	354.633139	-19.597188	-3.269467	407.907588	25.403904	-4.039475	762.540733	5.806715	0.263664	0.000000	0.112971	0.259672	0.000000	-0.104235	0.261527	0.000000	-0.003222	2.141419	-0.547086
1.150000	-0.832196	354.748191	-19.593460	-3.328271	407.482912	25.407100	-4.160469	762.231111	5.813641	0.263754	0.000000	0.112978	0.259740	0.000000	-0.104265	0.261606	0.000000	-0.003161	2.148852	-0.548870
1.160000	-0.912644	354.721209	-19.632423	-3.468595	406.829695	25.342673	-4.381239	761.550912	5.710250	0.263856	0.000000	0.112997	0.259825	0.000000	-0.104281	0.261700	0.000000	-0.003077	2.152840	-0.548520
1.170000	-1.008698	354.490963	-19.713914	-3.655188	405.941305	25.230211	-4.663885	760.432276	5.516296	0.263953	0.000000	0.113024	0.259909	0.000000	-0.104276	0.261792	0.000000	-0.002979	2.154136	-0.544872
1.180000	-1.114091	354.012151	-19.823498	-3.854559	404.867128	25.099257	-4.968648	758.879287	5.275758	0.264031	0.000000	0.113056	0.259979	0.000000	-0.104253	0.261868	0.000000	-0.002881	2.154193	-0.537601
1.190000	-1.218760	353.285793	-19.936356	-4.044446	403.706812	24.977569	-5.263203	756.992614	5.041212	0.264081	0.000000	0.113087	0.260031	0.000000	-0.104218	0.261921	0.000000	-0.002804	2.154379	-0.527465
1.200000	-1.312818	352.374527	-20.025481	-4.215471	402.587963	24.883667	-5.528288	754.962500	4.858185	0.264103	0.000000	0.113115	0.260066	0.000000	-0.104186	0.261951	0.000000	-0.002764	2.155270	-0.516230
1.210000	-1.391714	351.392250	-20.070386	-4.366269	401.636119	24.826393	-5.757982	753.028378	4.756008	0.264101	0.000000	0.113144	0.260083	0.000000	-0.104170	0.261960	0.000000	-0.002764	2.156466	-0.506151
1.220000	-1.458647	350.470588	-20.062414	-4.496288	400.948237	24.809657	-5.954935	751.418829	4.747245	0.264083	0.000000	0.113175	0.260082	0.000000	-0.104175	0.261951	0.000000	-0.002802	2.157045	-0.499058
